Year,Area,Street,Street 2,Strange HTML
2012,Birmingham,hagleyí«road,hagley road,
2012,Birmingham,Hagleyí«Road,Hagley Road,
2012,Birmingham,hagleyí«road,hagley road,
2012,Birmingham," Hagleyí«Road,í«Birmingham"," Hagley Road, Birmingham",
2012,Birmingham," Hagleyí«Road,í«Edgbaston"," Hagley Road, Edgbaston",
2012,Birmingham," hagleyí«road,í«edgbaston"," hagley road, edgbaston",
2012,Birmingham," Harborneí«Hall,í«Hotel,í«Harborne"," Harborne Hall, Hotel, Harborne",
2012,Birmingham,harborneí«parkí«road,harborne park road,
2012,Birmingham,harbourneí«highí«street,harbourne high street,
2012,Birmingham,Haunchí«Lane,Haunch Lane,
2012,Birmingham,hawkshurstí«road,hawkshurst road,
2012,Birmingham," Healeyí«Road,í«Sellyí«oak"," Healey Road, Selly oak",
2012,Birmingham," heatherí«house,í«kingsí«norton"," heather house, kings norton",
2012,Birmingham,heatoní«drive,heaton drive,
2012,Birmingham,hgaleyí«road,hgaley road,
2012,Birmingham,highí«stí«harborne,high st harborne,
2012,Birmingham,Highí«STí«Harborne,High ST Harborne,
2012,Birmingham,highí«streetí«harborne,high street harborne,
2012,Birmingham,highí«streetí«harborne,high street harborne,
2012,Birmingham,highí«streetí«harborne,high street harborne,
2012,Birmingham,highí«streetí«harborne,high street harborne,
2012,Birmingham,Highí«Streetí«Harbourne,High Street Harbourne,
2012,Birmingham,highí«streetí«hraborn,high street hraborn,
2012,Birmingham," Highí«Street,í«Haborne"," High Street, Haborne",
2012,Birmingham," Highí«Street,í«harbourne"," High Street, harbourne",
2012,Birmingham,Hillwoodí«Rd,Hillwood Rd,
2012,Birmingham,Hindheadí«Road,Hindhead Road,
2012,Birmingham,hisghí«streetí«stourbridege,hisgh street stourbridege,
2012,Birmingham,hollybankí«road,hollybank road,
2012,Birmingham,holybankí«road,holybank road,
2012,Birmingham,houldyí«road,houldy road,
2012,Birmingham,hubertí«croft,hubert croft,
2012,Birmingham,Hurstí«Street,Hurst Street,
2012,Birmingham,jennersí«lane,jenners lane,
2012,Birmingham,jowettsí«lane,jowetts lane,
2012,Birmingham,katieí«road,katie road,
2012,Birmingham,kitwellí«lane,kitwell lane,
2012,Birmingham,Lindení«Road,Linden Road,
2012,Birmingham,Lindení«Road,Linden Road,
2012,Birmingham,Lofthouseí«crescent,Lofthouse crescent,
2012,Birmingham,Longbridgeí«Lane,Longbridge Lane,
2012,Birmingham,lottieí«roadí«sellyí«oak,lottie road selly oak,
2012,Birmingham," lynseyí«avenue,í«northfield"," lynsey avenue, northfield",
2012,Birmingham,Masshouseí«PH,Masshouse PH,
2012,Birmingham,Maypoleí«grove,Maypole grove,
2012,Birmingham," Merrittsí«Brookí«Lane,í«Northfield"," Merritts Brook Lane, Northfield",
2012,Birmingham," Metchleyí«Lane,í«Harborne"," Metchley Lane, Harborne",
2012,Birmingham,Metchleyí«Parkí«Road,Metchley Park Road,
2012,Birmingham,milesí«road,miles road,
2012,Birmingham,millbrookí«driveí«northfield,millbrook drive northfield,
2012,Birmingham,milnerí«road,milner road,
2012,Birmingham,Moorí«Street,Moor Street,
2012,Birmingham,Moorí«Streetí«Railwayí«Station,Moor Street Railway Station,
2012,Birmingham," Morrisons,í«Rubery"," Morrisons, Rubery",
2012,Birmingham," Navigationí«Pub,í«Kingsí«Norton"," Navigation Pub, Kings Norton",
2012,Birmingham,Newburyí«Lane,Newbury Lane,
2012,Birmingham,norhtfieldí«highí«street,norhtfield high street,
2012,Birmingham," Northfieldí«Road,í«Northfield"," Northfield Road, Northfield",
2012,Birmingham," Outsideí«Gooseí«Publicí«house,í«Bristolí«Road,í«Sellyí«Oak"," Outside Goose Public house, Bristol Road, Selly Oak",
2012,Birmingham,Parkí«Wayí«Rubery,Park Way Rubery,
2012,Birmingham,parkdaleí«drive,parkdale drive,
2012,Birmingham,Payneí«Street,Payne Street,
2012,Birmingham,pershoreí«road,pershore road,
2012,Birmingham,Pershoreí«Road,Pershore Road,
2012,Birmingham,pershoreí«road,pershore road,
2012,Birmingham,pershoreí«road,pershore road,
2012,Birmingham,pershoreí«roadí«cotteridge,pershore road cotteridge,
2012,Birmingham,pershoreí«roadí«south,pershore road south,
2012,Birmingham,Piddockí«Rd,Piddock Rd,
2012,Birmingham,Piddockí«Roadí«Smethwick,Piddock Road Smethwick,
2012,Birmingham,Piddockí«Roadí«Smethwick,Piddock Road Smethwick,
2012,Birmingham,Piddockí«Roadí«Smethwick,Piddock Road Smethwick,
2012,Birmingham,Pineappleí«Road,Pineapple Road,
2012,Birmingham," Premierí«Inn,í«Greatí«Park"," Premier Inn, Great Park",
2012,Birmingham,prioryí«road,priory road,
2012,Birmingham,Qí«Eí«Aí«andí«Eí«Metchleyí«parkí«Road,Q E A and E Metchley park Road,
2012,Birmingham,QEí«Hospital,QE Hospital,
2012,Birmingham,queení«elizabethí«hospital,queen elizabeth hospital,
2012,Birmingham,queení«elizabethí«hospital,queen elizabeth hospital,
2012,Birmingham,quintoní«road,quinton road,
2012,Birmingham,Ridgeacreí«Road,Ridgeacre Road,
2012,Birmingham,Ridgeacreí«Road,Ridgeacre Road,
2012,Birmingham,safernakeí«close,safernake close,
2012,Birmingham,sandoní«road,sandon road,
2012,Birmingham," Sandoní«Road,í«Edgbaston"," Sandon Road, Edgbaston",
2012,Birmingham,Sellyí«Oakí«Railwayí«Station,Selly Oak Railway Station,
2012,Birmingham,Sellyí«Oakí«railwayí«station,Selly Oak railway station,
2012,Birmingham,shannoní«road,shannon road,
2012,Birmingham,Shenlyí«Lane,Shenly Lane,
2012,Birmingham,sirí«herbertí«austiní«way,sir herbert austin way,
2012,Birmingham," smithyí«hotel,í«hagleyí«road"," smithy hotel, hagley road",
2012,Birmingham,Solihullí«Highí«Street,Solihull High Street,
2012,Birmingham,Stí«Mary'sí«Hospice,St Mary's Hospice,
2012,Birmingham,Stonehouseí«Lane,Stonehouse Lane,
2012,Birmingham,stonehouseí«publicí«house,stonehouse public house,
2012,Birmingham,stratfordí«road,stratford road,
2012,Birmingham,theí«fold,the fold,
2012,Birmingham," Theí«Navigationí«Publicí«House,í«Kingsí«Norton"," The Navigation Public House, Kings Norton",
2012,Birmingham,tivertoní«road,tiverton road,
2012,Birmingham,trittifordí«road,trittiford road,
2012,Birmingham,universityí«birmingham,university birmingham,
2012,Birmingham,victoriaí«steetí«smallí«heath,victoria steet small heath,
2012,Birmingham,warehamí«road,wareham road,
2012,Birmingham,warwickí«crest,warwick crest,
2012,Birmingham,watfordí«roadí«coteridge,watford road coteridge,
2012,Birmingham,wellingtoní«road,wellington road,
2012,Birmingham,wellingtoní«road,wellington road,
2012,Birmingham,wellingtoní«road,wellington road,
2012,Birmingham,Westí«Boulevard,West Boulevard,
2012,Birmingham,Westí«Cliffí«Place,West Cliff Place,
2012,Birmingham,whiteí«horseí«publicí«house,white horse public house,
2012,Birmingham," Willettsí«Rd,í«turvesí«Green"," Willetts Rd, turves Green",
2012,Birmingham,woodthropí«road,woodthrop road,
2012,Birmingham," Worldsí«Endí«Lane,í«Quinton"," Worlds End Lane, Quinton",
2012,Birmingham,wychalí«lane,wychal lane,
2012,Birmingham,wychalí«lane,wychal lane,
2012,Birmingham,wychalí«lane,wychal lane,
2012,Birmingham," Wychallí«Rd,í«Kingsí«Norton"," Wychall Rd, Kings Norton",
2012,Birmingham,YMCAí«Stoneí«Road,YMCA Stone Road,
2012,Birmingham,Yorkí«PHí«yorkí«road,York PH york road,
2012,Birmingham," A38í«Expressway,í«Birmingham"," A38 Expressway, Birmingham",
2012,Birmingham,Aberdeení«Stí«Winsoní«Green,Aberdeen St Winson Green,
2012,Birmingham,Adcadianí«Centreí«Ladywellí«Walk,Adcadian Centre Ladywell Walk,
2012,Birmingham,Alexanderí«Avenue,Alexander Avenue,
2012,Birmingham," Alleyí«í«Wayí«offí«Arcadianí«Palace,í«Hurstí«Street"," Alley  Way off Arcadian Palace, Hurst Street",
2012,Birmingham,applewoodí«Groveí«cradleyí«heath,applewood Grove cradley heath,
2012,Birmingham," Arcaí«Bar,í«Cityí«Centre"," Arca Bar, City Centre",
2012,Birmingham,Arcadian,Arcadian,
2012,Birmingham,Arcadian,Arcadian,
2012,Birmingham,Arcadian,Arcadian,
2012,Birmingham,Arcadian,Arcadian,
2012,Birmingham,Arcadian,Arcadian,
2012,Birmingham,Arcadian,Arcadian,
2012,Birmingham,Arcadian,Arcadian,
2012,Birmingham,Arcadianí«Centre,Arcadian Centre,
2012,Birmingham,Arcadianí«Centre,Arcadian Centre,
2012,Birmingham,arcadianí«centre,arcadian centre,
2012,Birmingham,Arcadianí«Centre,Arcadian Centre,
2012,Birmingham,Arcadianí«Centre,Arcadian Centre,
2012,Birmingham,Arcadianí«centre,Arcadian centre,
2012,Birmingham,Arcadianí«Centre,Arcadian Centre,
2012,Birmingham,arcadianí«centre,arcadian centre,
2012,Birmingham,Arcadianí«centre,Arcadian centre,
2012,Birmingham,Arcadianí«Centre,Arcadian Centre,
2012,Birmingham,Arcadianí«Centreí«Ladywellí«Walk,Arcadian Centre Ladywell Walk,
2012,Birmingham," Arcadianí«Centre,í«Birmingham"," Arcadian Centre, Birmingham",
2012,Birmingham," Arcadianí«Centre,í«Cityí«Centre"," Arcadian Centre, City Centre",
2012,Birmingham," Arcadianí«Centre,í«Cityí«Centre,í«Birmingham"," Arcadian Centre, City Centre, Birmingham",
2012,Birmingham," Arcadianí«Centre,Cityí«centre"," Arcadian Centre,City centre",
2012,Birmingham,Arcadianí«Cityí«Centre,Arcadian City Centre,
2012,Birmingham," Arcadian,"," Arcadian,",
2012,Birmingham," Arcadian,í«Birmingham"," Arcadian, Birmingham",
2012,Birmingham," Arcadian,í«Birmingham"," Arcadian, Birmingham",
2012,Birmingham," Arcadian,í«Cityí«Centre"," Arcadian, City Centre",
2012,Birmingham," Arcadian,í«Cityí«Centre"," Arcadian, City Centre",
2012,Birmingham," Arcadian,í«Cityí«Centre"," Arcadian, City Centre",
2012,Birmingham,Arcadian.,Arcadian.,
2012,Birmingham,Arcadian.,Arcadian.,
2012,Birmingham,Arcadian.,Arcadian.,
2012,Birmingham,Arcadian.,Arcadian.,
2012,Birmingham,Arcadian.,Arcadian.,
2012,Birmingham," Arkaí«Bar,í«Arcadianí«Bar"," Arka Bar, Arcadian Bar",
2012,Birmingham," Astoní«Hotel,í«Wittoní«Lane"," Aston Hotel, Witton Lane",
2012,Birmingham,astoní«policeí«station,aston police station,
2012,Birmingham," Astoní«Street,í«Cityí«Centre"," Aston Street, City Centre",
2012,Birmingham," BACCHUSí«ROAD,í«WINSONí«GREEN"," BACCHUS ROAD, WINSON GREEN",
2012,Birmingham," Barí«Risa,í«Broadí«St,í«Birmingham"," Bar Risa, Broad St, Birmingham",
2012,Birmingham,Bennettsí«Hill,Bennetts Hill,
2012,Birmingham," Berkeleyí«St,í«Birmingham"," Berkeley St, Birmingham",
2012,Birmingham," Berkeleyí«St,í«Birminghamí«Cityí«Centre"," Berkeley St, Birmingham City Centre",
2012,Birmingham," Berkleyí«í«Street,í«Birmingham"," Berkley  Street, Birmingham",
2012,Birmingham,Bhamí«Centralí«frontí«office,Bham Central front office,
2012,Birmingham," Biertoní«Road,í«Yardley"," Bierton Road, Yardley",
2012,Birmingham,Birchfieldí«Laneí«Oldbury,Birchfield Lane Oldbury,
2012,Birmingham," Birkleyí«Road,í«Cityí«Centre"," Birkley Road, City Centre",
2012,Birmingham," Birkleyí«Street,í«Cityí«Centre"," Birkley Street, City Centre",
2012,Birmingham,Birminghamí«Centralí«Policeí«Station,Birmingham Central Police Station,
2012,Birmingham,Birminghamí«Centralí«PS,Birmingham Central PS,
2012,Birmingham,Birminghamí«Centralí«PS,Birmingham Central PS,
2012,Birmingham,Birminghamí«Hippodrome.,Birmingham Hippodrome.,
2012,Birmingham,Birminghamí«Magistratesí«Court,Birmingham Magistrates Court,
2012,Birmingham,Birminghamí«Newí«Streetí«Station,Birmingham New Street Station,
2012,Birmingham,Birminghamí«Newí«Streetí«Station,Birmingham New Street Station,
2012,Birmingham,Birminghamí«Newí«Streetí«Station,Birmingham New Street Station,
2012,Birmingham,bishopgateí«st,bishopgate st,
2012,Birmingham,bishopgateí«st,bishopgate st,
2012,Birmingham,Bishopgateí«Street,Bishopgate Street,
2012,Birmingham," bliss,í«broadí«st"," bliss, broad st",
2012,Birmingham,Boradí«St,Borad St,
2012,Birmingham,Boradí«Street,Borad Street,
2012,Birmingham,bordesleyí«parkí«rd,bordesley park rd,
2012,Birmingham,BPí«Waterlaneí«middleway,BP Waterlane middleway,
2012,Birmingham,BPí«Waterlaneí«middleway,BP Waterlane middleway,
2012,Birmingham,BPí«Waterlaneí«middleway,BP Waterlane middleway,
2012,Birmingham," Braodí«Street,í«Birmingham"," Braod Street, Birmingham",
2012,Birmingham," Braodí«Street,í«Cityí«Centre"," Braod Street, City Centre",
2012,Birmingham," Brassí«House,í«Broadí«Street"," Brass House, Broad Street",
2012,Birmingham,Bridgeí«Streetí«junctioní«Broadí«Street,Bridge Street junction Broad Street,
2012,Birmingham,Bristolí«Road,Bristol Road,
2012,Birmingham,bristolí«st,bristol st,
2012,Birmingham," Bristolí«Street,í«Cityí«Centre"," Bristol Street, City Centre",
2012,Birmingham,Broadí«í«Street,Broad  Street,
2012,Birmingham," Broadí«City,í«Birmingham"," Broad City, Birmingham",
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,broadí«st,broad st,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,Broadí«St,Broad St,
2012,Birmingham,broadí«stí«bham,broad st bham,
2012,Birmingham,Broadí«Stí«Birmingham,Broad St Birmingham,
2012,Birmingham,Broadí«Stí«Cityí«centre,Broad St City centre,
2012,Birmingham,Broadí«Stí«Cityí«Centre,Broad St City Centre,
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," Broadí«St,í«Birmingham"," Broad St, Birmingham",
2012,Birmingham," broadí«st,í«cityí«centre"," broad st, city centre",
2012,Birmingham," Broadí«St,í«Cityí«Centre"," Broad St, City Centre",
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,broadí«street,broad street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,broadí«street,broad street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,broadí«street,broad street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,broadí«street,broad street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,broadí«street,broad street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,broadí«street,broad street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«street,Broad street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,broadí«street,broad street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Street,Broad Street,
2012,Birmingham,Broadí«Streetí«(o/sí«Obar),Broad Street (o/s Obar),
2012,Birmingham,Broadí«streetí«birmingham,Broad street birmingham,
2012,Birmingham,Broadí«Streetí«cityí«centre,Broad Street city centre,
2012,Birmingham,Broadí«Streetí«nearí«Gatecrashers,Broad Street near Gatecrashers,
2012,Birmingham,Broadí«Streetí«o/sí«flares,Broad Street o/s flares,
2012,Birmingham," Broadí«Street,"," Broad Street,",
2012,Birmingham," Broadí«Street,"," Broad Street,",
2012,Birmingham," Broadí«Street,"," Broad Street,",
