Year,Area,Street,Street 2,Strange HTML
2012,Birmingham,Stí«Marysí«Road,St Marys Road,
2012,Birmingham,Stí«Marysí«Row,St Marys Row,
2012,Birmingham," Stí«Mary'sí«Row,í«Moseley"," St Mary's Row, Moseley",
2012,Birmingham,Stí«Paulsí«road,St Pauls road,
2012,Birmingham,Stí«Paulsí«road,St Pauls road,
2012,Birmingham,Stationí«Roadí«Stechford,Station Road Stechford,
2012,Birmingham,Stationí«Roadí«Stechford,Station Road Stechford,
2012,Birmingham," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,Birmingham," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,Birmingham," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,Birmingham," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,Birmingham," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,Birmingham," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,Birmingham,stechfordí«policeí«station,stechford police station,
2012,Birmingham,Stechfordí«Swimmingí«Baths,Stechford Swimming Baths,
2012,Birmingham,Stoneyí«lane,Stoney lane,
2012,Birmingham,Stratfordí«Road,Stratford Road,
2012,Birmingham," STRATFORDí«ROAD,í«SPARKBROOK"," STRATFORD ROAD, SPARKBROOK",
2012,Birmingham," Stratfordí«Road,í«Sparkhill"," Stratford Road, Sparkhill",
2012,Birmingham," SUMMERFIELDí«ROAD,í«WEOLEYí«CASTLE"," SUMMERFIELD ROAD, WEOLEY CASTLE",
2012,Birmingham,Sunbeamí«way.,Sunbeam way.,
2012,Birmingham,Swanshurstí«Park,Swanshurst Park,
2012,Birmingham,Theí«Paradeí«Suttoní«Coldfield,The Parade Sutton Coldfield,
2012,Birmingham,Theí«Radleys,The Radleys,
2012,Birmingham,Tileí«Crossí«Road,Tile Cross Road,
2012,Birmingham," Toteí«Bettingí«shop,í«Alumí«Rockí«Road"," Tote Betting shop, Alum Rock Road",
2012,Birmingham,Turnburryí«Road,Turnburry Road,
2012,Birmingham," Umbersladeí«Road,í«Sellyí«Oak"," Umberslade Road, Selly Oak",
2012,Birmingham," VICARAGEí«ROAD,í«KINGHSí«HEATH"," VICARAGE ROAD, KINGHS HEATH",
2012,Birmingham," Victoriaí«Road,í«Bordesleyí«Green"," Victoria Road, Bordesley Green",
2012,Birmingham,WAKEí«GREENí«ROAD,WAKE GREEN ROAD,
2012,Birmingham,Wardí«Endí«Park,Ward End Park,
2012,Birmingham,warwichí«rd,warwich rd,
2012,Birmingham,Warwickí«Road,Warwick Road,
2012,Birmingham," warwickí«road,í«accocksí«green"," warwick road, accocks green",
2012,Birmingham,Washí«Lane,Wash Lane,
2012,Birmingham,washwoodí«heathí«road,washwood heath road,
2012,Birmingham,Washwoodí«Heathí«Road,Washwood Heath Road,
2012,Birmingham," Watsoní«Road,í«Alumí«Rock"," Watson Road, Alum Rock",
2012,Birmingham," Wheatcroftí«Road,í«Chelmesleyí«Wood"," Wheatcroft Road, Chelmesley Wood",
2012,Birmingham," WHEATSHEAFí«PHí«COVENTRYí«ROAD,í«SHELDON"," WHEATSHEAF PH COVENTRY ROAD, SHELDON",
2012,Birmingham," WheatSheaf,í«Coventryí«Road."," WheatSheaf, Coventry Road.",
2012,Birmingham," Williamí«Hillí«Bookmakers,í«Washwoodí«Heathí«Road"," William Hill Bookmakers, Washwood Heath Road",
2012,Birmingham,woodbridgeí«rd,woodbridge rd,
2012,Birmingham,Woodbridgeí«Road,Woodbridge Road,
2012,Birmingham,ACORNí«PUBLICí«HOUSE,ACORN PUBLIC HOUSE,
2012,Birmingham,Atlanticí«Rd,Atlantic Rd,
2012,Birmingham," Aylesburyí«Crescent,í«Kingstanding,í«B'ham"," Aylesbury Crescent, Kingstanding, B'ham",
2012,Birmingham,beggersí«bush,beggers bush,
2012,Birmingham,bendallí«rd.í«kingstanding,bendall rd. kingstanding,
2012,Birmingham," Berryfieldsí«Road,í«Walmley,í«Suttoní«Coldfield"," Berryfields Road, Walmley, Sutton Coldfield",
2012,Birmingham,Birminghamí«Rd,Birmingham Rd,
2012,Birmingham,Birminghamí«Road,Birmingham Road,
2012,Birmingham,Birminghamí«Road,Birmingham Road,
2012,Birmingham,Birminghamí«Road,Birmingham Road,
2012,Birmingham," Birminghamí«Road,í«Wyldeí«Green"," Birmingham Road, Wylde Green",
2012,Birmingham," Birminghamí«Road,í«Wyldeí«Green"," Birmingham Road, Wylde Green",
2012,Birmingham,Boldmereí«Road,Boldmere Road,
2012,Birmingham,Bottleí«ofí«Sack,Bottle of Sack,
2012,Birmingham," Boundaryí«Road,í«Erdington"," Boundary Road, Erdington",
2012,Birmingham," Brassingtoní«Avenue,í«Suttoní«Coldfield"," Brassington Avenue, Sutton Coldfield",
2012,Birmingham,Broadí«St]#,Broad St]#,
2012,Birmingham," Capilanoí«Road,í«Erdington"," Capilano Road, Erdington",
2012,Birmingham,Carí«Parkí«Lidlí«Pelhamí«Rdí«aLUMí«rOCK,Car Park Lidl Pelham Rd aLUM rOCK,
2012,Birmingham,CARí«PARKí«OFí«OLDí«SPECKLEDí«HENí«PUBLICí«HOUSEí«MEREí«GREEN,CAR PARK OF OLD SPECKLED HEN PUBLIC HOUSE MERE GREEN,
2012,Birmingham," Carí«Parkí«Reddicapí«Tavern,í«Hollyfieldí«Road,í«Falconí«Lodge"," Car Park Reddicap Tavern, Hollyfield Road, Falcon Lodge",
2012,Birmingham," Carí«park,í«Kenilworthí«Court,í«Wheelwrightí«Rd"," Car park, Kenilworth Court, Wheelwright Rd",
2012,Birmingham,Chesterí«Road,Chester Road,
2012,Birmingham," Chesterfieldí«Grove,í«Pypeí«Hayes"," Chesterfield Grove, Pype Hayes",
2012,Birmingham,Chipsteadí«Road,Chipstead Road,
2012,Birmingham," Churchí«Road,í«Erdington"," Church Road, Erdington",
2012,Birmingham," Cotoní«Lane,í«Erdington,í«B'ham"," Coton Lane, Erdington, B'ham",
2012,Birmingham,Cottishallí«Walk,Cottishall Walk,
2012,Birmingham,Courtí«Lane,Court Lane,
2012,Birmingham,COurtí«Lane,COurt Lane,
2012,Birmingham,DUKEí«STREET,DUKE STREET,
2012,Birmingham," Ebrookí«Road,í«Suttoní«Coldfield"," Ebrook Road, Sutton Coldfield",
2012,Birmingham,Emscoteí«Road,Emscote Road,
2012,Birmingham,Erdingtoní«Highí«Street,Erdington High Street,
2012,Birmingham,Erdingtoní«Highí«Street,Erdington High Street,
2012,Birmingham,Erdingtoní«Highí«Street,Erdington High Street,
2012,Birmingham,Firbeckí«Grove,Firbeck Grove,
2012,Birmingham,FRANCESí«ROADí«ERDINGTON,FRANCES ROAD ERDINGTON,
2012,Birmingham,Frontí«Odfficeí«Suttoní«Coldfield,Front Odffice Sutton Coldfield,
2012,Birmingham,Goodí«Hopeí«Hospital,Good Hope Hospital,
2012,Birmingham," Gracechuchí«Shoppingí«Centre,í«Suttoní«Coldfield"," Gracechuch Shopping Centre, Sutton Coldfield",
2012,Birmingham,Gravellyí«Hill,Gravelly Hill,
2012,Birmingham," Hairyí«Lemon,í«Erdingtoní«Highí«Street."," Hairy Lemon, Erdington High Street.",
2012,Birmingham,HAIRYí«LEMON.í«Lowerí«Parade,HAIRY LEMON. Lower Parade,
2012,Birmingham,HAIRYí«LEMON.í«Lowerí«Parade,HAIRY LEMON. Lower Parade,
2012,Birmingham," Hamptoní«Road,í«Erdington,í«B'ham"," Hampton Road, Erdington, B'ham",
2012,Birmingham,Hellbeyí«Close,Hellbey Close,
2012,Birmingham,highí«stí«.í«suttoní«coldfield,high st . sutton coldfield,
2012,Birmingham,Highí«Stí«Erdington,High St Erdington,
2012,Birmingham," Highí«Street,í«Erdington"," High Street, Erdington",
2012,Birmingham," Highí«Street,í«Erdington"," High Street, Erdington",
2012,Birmingham," Highí«Street,í«Erdington"," High Street, Erdington",
2012,Birmingham," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,Birmingham," highí«street,í«erdington."," high street, erdington.",
2012,Birmingham," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,Birmingham," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,Birmingham," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,Birmingham," Inlandí«Road,í«Erdington,í«B'ham"," Inland Road, Erdington, B'ham",
2012,Birmingham," Jobí«Centre,í«Suttoní«Newí«Road,í«Erdington"," Job Centre, Sutton New Road, Erdington",
2012,Birmingham," Johnsoní«Road,í«Erdington,í«Birmingham"," Johnson Road, Erdington, Birmingham",
2012,Birmingham," Johnsoní«Road,í«Erdington,í«Birmingham."," Johnson Road, Erdington, Birmingham.",
2012,Birmingham,Kingsí«Rd,Kings Rd,
2012,Birmingham," KINGSBURYí«ROAD,í«CASTLEí«VALE"," KINGSBURY ROAD, CASTLE VALE",
2012,Birmingham,Lichfieldí«rd,Lichfield rd,
2012,Birmingham,Lichfieldí«Road,Lichfield Road,
2012,Birmingham," Lichfieldí«Road,í«Suttoní«Coldfield"," Lichfield Road, Sutton Coldfield",
2012,Birmingham," Lichfieldí«Road,í«Suttoní«Coldfield"," Lichfield Road, Sutton Coldfield",
2012,Birmingham,Littení«Treeí«PHí«Suttoní«Towní«Centre,Litten Tree PH Sutton Town Centre,
2012,Birmingham,Lowerí«Parade,Lower Parade,
2012,Birmingham,LOWERí«PARADE,LOWER PARADE,
2012,Birmingham,Lowerí«parade,Lower parade,
2012,Birmingham,LOWERí«PARADE,LOWER PARADE,
2012,Birmingham,Lowerí«Parade,Lower Parade,
2012,Birmingham," lowerí«paradeí«,í«suttoní«coldfield"," lower parade , sutton coldfield",
2012,Birmingham,Lowerí«Paradeí«Suttoní«Coldfield,Lower Parade Sutton Coldfield,
2012,Birmingham," Lowerí«Parade,í«Suttoní«Coldfield"," Lower Parade, Sutton Coldfield",
2012,Birmingham," Lowerí«Parade,í«Suttoní«Coldfield"," Lower Parade, Sutton Coldfield",
2012,Birmingham," Lowerí«Parade,í«Suttoní«Coldfield"," Lower Parade, Sutton Coldfield",
2012,Birmingham," Lowerí«Parade,í«Suttoní«Coldfield"," Lower Parade, Sutton Coldfield",
2012,Birmingham," Lowerí«Parade,í«Suttoní«Coldfield"," Lower Parade, Sutton Coldfield",
2012,Birmingham," Lowerí«Parade,í«Suttoní«Coldfield,í«Birmingham"," Lower Parade, Sutton Coldfield, Birmingham",
2012,Birmingham," Lowerí«Parade,í«Suttoní«Coldfield."," Lower Parade, Sutton Coldfield.",
2012,Birmingham," Lowerí«parade,í«Suttoní«towní«centre"," Lower parade, Sutton town centre",
2012,Birmingham," Madehurstí«Road,í«erdington"," Madehurst Road, erdington",
2012,Birmingham," MARROWFATí«RAOD,í«HANDSWORTH"," MARROWFAT RAOD, HANDSWORTH",
2012,Birmingham," Marshí«hillí«,í«Erdington.í«(í«BNí«)"," Marsh hill , Erdington. ( BN )",
2012,Birmingham," Marshí«lane,í«Erdington,í«B'ham"," Marsh lane, Erdington, B'ham",
2012,Birmingham,MEREí«GREENí«ISLANDí«LICHFIELDí«ROAD,MERE GREEN ISLAND LICHFIELD ROAD,
2012,Birmingham,Millí«Avenue,Mill Avenue,
2012,Birmingham,Millí«stí«@í«highí«street,Mill st @ high street,
2012,Birmingham,Newí«Street,New Street,
2012,Birmingham,Newí«Streetí«Station,New Street Station,
2012,Birmingham,Newdigateí«Road,Newdigate Road,
2012,Birmingham,Newhallí«Carpark,Newhall Carpark,
2012,Birmingham," Newhallí«Walk,í«Suttoní«Coldfield"," Newhall Walk, Sutton Coldfield",
2012,Birmingham," Normantoní«Tower,í«Beechmountí«Drive,í«Erdington,í«Birmingham"," Normanton Tower, Beechmount Drive, Erdington, Birmingham",
2012,Birmingham,Northí«Holtí«Road,North Holt Road,
2012,Birmingham,NORTHOLTí«DRIVE,NORTHOLT DRIVE,
2012,Birmingham,O/Sí«H/A,O/S H/A,
2012,Birmingham,O/sí«Hairyí«Lemoní«PH,O/s Hairy Lemon PH,
2012,Birmingham," O/Sí«Kingsí«Armsí«PH,í«Coleshillí«Road"," O/S Kings Arms PH, Coleshill Road",
2012,Birmingham," O/Sí«Kingsí«Armsí«PH,í«Coleshillí«Road"," O/S Kings Arms PH, Coleshill Road",
2012,Birmingham,O/Sí«LITTENí«TREE,O/S LITTEN TREE,
2012,Birmingham,O/Sí«MOOí«MOOSí«southí«parade,O/S MOO MOOS south parade,
2012,Birmingham," O/sí«MooMooí«Club,í«Suttoní«Towní«Centre"," O/s MooMoo Club, Sutton Town Centre",
2012,Birmingham," O/Sí«MooMoosí«nightí«club,í«Southí«parade"," O/S MooMoos night club, South parade",
2012,Birmingham," O/Sí«MooMoos,í«Lowerí«parade,í«Suttoní«Towní«Centre"," O/S MooMoos, Lower parade, Sutton Town Centre",
2012,Birmingham,O/Sí«Stationí«PH,O/S Station PH,
2012,Birmingham," O/Sí«Templeí«Bar,í«S/Cí«Towní«Centre"," O/S Temple Bar, S/C Town Centre",
2012,Birmingham,Orphanageí«rd,Orphanage rd,
2012,Birmingham," Outsideí«Bagotí«Arms,í«Chesterí«Road,í«Pypeí«Hayes"," Outside Bagot Arms, Chester Road, Pype Hayes",
2012,Birmingham," OUTSIDEí«CITYí«VIEW,í«ERDINGTON"," OUTSIDE CITY VIEW, ERDINGTON",
2012,Birmingham," Outsideí«HIRYí«LEMON,í«Suttoní«Towní«Crntr"," Outside HIRY LEMON, Sutton Town Crntr",
2012,Birmingham,outsideí«homeí«address,outside home address,
2012,Birmingham,outsideí«homeí«address,outside home address,
2012,Birmingham,Outsideí«Homeí«Address,Outside Home Address,
2012,Birmingham," OUTSIDEí«LITTENí«TREE,í«BIRMINGHAMí«ROAD"," OUTSIDE LITTEN TREE, BIRMINGHAM ROAD",
2012,Birmingham," outsideí«MooMoo'sí«Bar,í«Southí«Parade,í«Suttoní«Coldfield"," outside MooMoo's Bar, South Parade, Sutton Coldfield",
2012,Birmingham," outsideí«MooMoo'sí«Bar,í«Southí«Parade,í«Suttoní«Coldfield."," outside MooMoo's Bar, South Parade, Sutton Coldfield.",
2012,Birmingham," OUTSIDEí«NEWí«STREETí«STATION,í«BIRMINGHAMí«CITYí«CENTRE"," OUTSIDE NEW STREET STATION, BIRMINGHAM CITY CENTRE",
2012,Birmingham," Outsideí«Templeí«bar,í«Lowerí«Parade,í«Suttoní«Coldfield"," Outside Temple bar, Lower Parade, Sutton Coldfield",
2012,Birmingham," Outsideí«Theí«Swaní«Publicí«house,í«Highí«Street,í«Erdington"," Outside The Swan Public house, High Street, Erdington",
2012,Birmingham," Outsideí«theí«Templeí«Bar,í«Suttoní«Coldfieldí«towní«centre."," Outside the Temple Bar, Sutton Coldfield town centre.",
2012,Birmingham,paradeí«sutton,parade sutton,
2012,Birmingham,paradeí«Suttoní«coldfield,parade Sutton coldfield,
2012,Birmingham,paradeí«Suttoní«coldfield,parade Sutton coldfield,
2012,Birmingham,Paradeí«Suttoní«coldfieldí«Towní«Centre,Parade Sutton coldfield Town Centre,
2012,Birmingham," parade,í«suttoní«coldfield"," parade, sutton coldfield",
2012,Birmingham," Rectoryí«Road,í«Suttoní«Coldfield"," Rectory Road, Sutton Coldfield",
2012,Birmingham,Reddicapí«Hill,Reddicap Hill,
2012,Birmingham," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,Birmingham,reservoirí«rdí«erdington,reservoir rd erdington,
2012,Birmingham,reservoirí«rdí«erdington,reservoir rd erdington,
2012,Birmingham,reservoirí«rdí«erdington,reservoir rd erdington,
2012,Birmingham,reservoirí«rdí«erdington,reservoir rd erdington,
2012,Birmingham,reservoirí«rdí«erdington,reservoir rd erdington,
2012,Birmingham,RESERVOIRí«ROAD,RESERVOIR ROAD,
2012,Birmingham," Ridgeway,í«Erdington"," Ridgeway, Erdington",
2012,Birmingham,SCí«Towní«Centre,SC Town Centre,
2012,Birmingham,Shortí«Heathí«Rd,Short Heath Rd,
2012,Birmingham,Sladeí«Road,Slade Road,
2012,Birmingham,Sladeí«Road,Slade Road,
2012,Birmingham," SOMERSETí«ROAD,í«ERDINGTON"," SOMERSET ROAD, ERDINGTON",
2012,Birmingham,Southí«Parade,South Parade,
2012,Birmingham,Southí«Parade,South Parade,
2012,Birmingham,Southí«Parade,South Parade,
2012,Birmingham,Southí«Parade,South Parade,
2012,Birmingham,Southí«Parade,South Parade,
2012,Birmingham,Southí«Parade,South Parade,
2012,Birmingham,Southí«paradeí«ŒŠí_Œí«Suttoní«Coldfieldí«Towní«Centre,South parade ŒŠí_Œ Sutton Coldfield Town Centre,
2012,Birmingham,Southí«paradeí«O/sí«Moomoo,South parade O/s Moomoo,
2012,Birmingham,Southí«paradeí«S/Cí«Towní«Centre,South parade S/C Town Centre,
2012,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2012,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2012,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2012,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2012,Birmingham," SOUTHí«PARADE,í«SUTTONí«COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,Birmingham," SOUTHí«PARADE,í«SUTTONí«COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,Birmingham," SOUTHí«PARADE,í«SUTTONí«COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,Birmingham," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2012,Birmingham," Southí«Parade,í«Suttoní«Coldfield,í«Birmingham"," South Parade, Sutton Coldfield, Birmingham",
2012,Birmingham," Southí«Parades,í«Suttoní«Coldfield"," South Parades, Sutton Coldfield",
2012,Birmingham," Stí«Maryí«&í«Stí«Johní«Socialí«Club,í«Gravellyí«Hillí«North"," St Mary & St John Social Club, Gravelly Hill North",
2012,Birmingham,Suttoní«Newí«Road,Sutton New Road,
2012,Birmingham," Suttoní«Newí«Road,í«Erdington"," Sutton New Road, Erdington",
2012,Birmingham," Suttoní«Newí«Road,í«Erdington"," Sutton New Road, Erdington",
2012,Birmingham," Suttoní«Newí«Road,í«Erdington"," Sutton New Road, Erdington",
2012,Birmingham," Suttoní«Newí«Road,í«Erdington"," Sutton New Road, Erdington",
2012,Birmingham," Suttoní«Newí«Road,í«Erdington"," Sutton New Road, Erdington",
2012,Birmingham," Suttoní«Newí«Road,í«Erdington"," Sutton New Road, Erdington",
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centre,Sutton Town Centre,
2012,Birmingham,Suttoní«Towní«Centreí«outsideí«Mooí«Moo's,Sutton Town Centre outside Moo Moo's,
2012,Birmingham," Sycamoreí«Road,í«Erdingon"," Sycamore Road, Erdingon",
2012,Birmingham," Tamworthí«Road,í«Suttoní«Coldfield"," Tamworth Road, Sutton Coldfield",
2012,Birmingham," tangmereí«Drive,í«castleí«vale"," tangmere Drive, castle vale",
2012,Birmingham," Theí«Gardens,í«Erdington"," The Gardens, Erdington",
2012,Birmingham," Theí«Greení«House,í«Fourí«Oaks,í«Birmingham"," The Green House, Four Oaks, Birmingham",
2012,Birmingham," Theí«Greení«House,í«Fourí«Oaks,í«Suttoní«Coldfield"," The Green House, Four Oaks, Sutton Coldfield",
2012,Birmingham,Theí«Parade,The Parade,
2012,Birmingham,Theí«Parade,The Parade,
2012,Birmingham,Theí«Parade,The Parade,
2012,Birmingham,Theí«Paradeí«S/C,The Parade S/C,
2012,Birmingham,Theí«Paradeí«SuttonTowní«Centre,The Parade SuttonTown Centre,
2012,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," Theí«parade,í«Suttoní«Coldfield"," The parade, Sutton Coldfield",
2012,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," Theí«parade,í«Suttoní«Coldfield"," The parade, Sutton Coldfield",
2012,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," Theí«Parade,í«Suttoní«Coldfield"," The Parade, Sutton Coldfield",
2012,Birmingham," Theí«Parade,í«Suttoní«Coldfield."," The Parade, Sutton Coldfield.",
2012,Birmingham,Theí«Wyldeí«Greení«Publicí«House,The Wylde Green Public House,
2012,Birmingham," Turnhouseí«Road,í«Castleí«Vale"," Turnhouse Road, Castle Vale",
2012,Birmingham,UNKNOWN,UNKNOWN,
2012,Birmingham," Victoriaí«Road,í«Suttoní«Coldfield"," Victoria Road, Sutton Coldfield",
2012,Birmingham,walmleyí«ashí«rd,walmley ash rd,
2012,Birmingham,Waterí«Ortoní«Lane,Water Orton Lane,
2012,Birmingham," Williamí«Hill,í«Wyldeí«Green"," William Hill, Wylde Green",
2012,Birmingham,WITTONí«LODGEí«ROAD,WITTON LODGE ROAD,
2012,Birmingham," Woodacreí«Road,í«Erdington"," Woodacre Road, Erdington",
2012,Birmingham," Woodacreí«Road,í«Erdington"," Woodacre Road, Erdington",
2012,Birmingham," Woodacreí«Road,í«Erdington"," Woodacre Road, Erdington",
2012,Birmingham,Woodingtoní«Road,Woodington Road,
2012,Birmingham," Woottoní«Grove,í«Kingstanding,í«Birmingham"," Wootton Grove, Kingstanding, Birmingham",
2012,Birmingham," Yatesburyí«Avenue,í«Castleí«Vale"," Yatesbury Avenue, Castle Vale",
2012,Birmingham,A38í«Northfield,A38 Northfield,
2012,Birmingham,Abdoní«Ave,Abdon Ave,
2012,Birmingham,Alcesterí«Rd,Alcester Rd,
2012,Birmingham,alcesterí«roadí«south,alcester road south,
2012,Birmingham,aldersmeadí«road,aldersmead road,
2012,Birmingham,alwoldí«road,alwold road,
2012,Birmingham,belgraveí«middleway,belgrave middleway,
2012,Birmingham,blackí«horseí«publicí«houseí«carpark,black horse public house carpark,
2012,Birmingham,boleyní«road,boleyn road,
2012,Birmingham,bomerfieldí«road,bomerfield road,
2012,Birmingham," Bondí«st,í«Cityí«Centre"," Bond st, City Centre",
2012,Birmingham,Bournvilleí«Lane,Bournville Lane,
2012,Birmingham,Bournvilleí«Lane,Bournville Lane,
2012,Birmingham,Bournvilleí«Laneí«Frontí«office,Bournville Lane Front office,
2012,Birmingham,bournvilleí«laneí«policeí«station,bournville lane police station,
2012,Birmingham,bournvilleí«p.s.,bournville p.s.,
2012,Birmingham,bournvilleí«policeí«station,bournville police station,
2012,Birmingham,bracebyí«avenue,braceby avenue,
2012,Birmingham,brandwoodí«parkí«rd,brandwood park rd,
2012,Birmingham," Bristolí«Rdí«South,í«Northfield"," Bristol Rd South, Northfield",
2012,Birmingham,Bristolí«Road,Bristol Road,
2012,Birmingham,Bristolí«Road,Bristol Road,
2012,Birmingham,bristolí«road,bristol road,
2012,Birmingham,bristolí«road,bristol road,
2012,Birmingham,Bristolí«Road,Bristol Road,
2012,Birmingham,Bristolí«Road,Bristol Road,
2012,Birmingham,bristolí«road,bristol road,
2012,Birmingham,bristolí«road,bristol road,
2012,Birmingham,bristolí«road,bristol road,
2012,Birmingham,Bristolí«Roadí«Northfield,Bristol Road Northfield,
2012,Birmingham,bristolí«roadí«oppositeí«royalí«orthopaedic,bristol road opposite royal orthopaedic,
2012,Birmingham,Bristolí«Roadí«Sellyí«Oak,Bristol Road Selly Oak,
2012,Birmingham,Bristolí«Roadí«sellyí«Oak,Bristol Road selly Oak,
2012,Birmingham,Bristolí«Roadí«Sellyí«Oak,Bristol Road Selly Oak,
2012,Birmingham,bristolí«roadí«sellyí«oak,bristol road selly oak,
2012,Birmingham,Bristolí«Roadí«sellyí«oak,Bristol Road selly oak,
2012,Birmingham,bristolí«roadí«sellyí«oakí«nearí«guní«barrelsí«PH,bristol road selly oak near gun barrels PH,
2012,Birmingham,bristolí«roadí«south,bristol road south,
2012,Birmingham,bristolí«roadí«south,bristol road south,
2012,Birmingham," bristolí«road,í«bournville"," bristol road, bournville",
2012,Birmingham," Bristolí«Road,í«Sellyí«Oak"," Bristol Road, Selly Oak",
2012,Birmingham,brookí«laneí«billesley,brook lane billesley,
2012,Birmingham,Brookfieldí«Road,Brookfield Road,
2012,Birmingham,Bunburyí«Road,Bunbury Road,
2012,Birmingham,churchí«road,church road,
2012,Birmingham," Churchí«Road,í«Edgbaston"," Church Road, Edgbaston",
2012,Birmingham," Churchí«Road,í«Moseley"," Church Road, Moseley",
2012,Birmingham,cityí«road,city road,
2012,Birmingham,Corní«Millí«Closeí«Bartleyí«Green,Corn Mill Close Bartley Green,
2012,Birmingham,Cotteridgeí«Island,Cotteridge Island,
2012,Birmingham,devoní«road,devon road,
2012,Birmingham,Dogpoolí«Lane,Dogpool Lane,
2012,Birmingham," Eachí«Wayí«Lane,í«Rubery"," Each Way Lane, Rubery",
2012,Birmingham,edgewoodí«road,edgewood road,
2012,Birmingham,edgwoodí«road,edgwood road,
2012,Birmingham," edwardí«road,í«balsallí«heath"," edward road, balsall heath",
2012,Birmingham,Fordhouseí«Lane,Fordhouse Lane,
2012,Birmingham,Fredrickí«Road,Fredrick Road,
2012,Birmingham," Gillotí«Road,í«Edgbaston"," Gillot Road, Edgbaston",
2012,Birmingham," Gillottí«Road,í«Edgbaston"," Gillott Road, Edgbaston",
2012,Birmingham,gorsleyí«piece,gorsley piece,
2012,Birmingham," greatí«parkí«publicí«house,í«rubery"," great park public house, rubery",
2012,Birmingham,greatí«parkí«rubery,great park rubery,
2012,Birmingham,grovellyí«í«lane,grovelly  lane,
2012,Birmingham,Hagleyí«Road,Hagley Road,
2012,Birmingham,hagleyí«road,hagley road,
