"Year","Area","Street","Street.2"
2011,"Birmingham","South Parade Sutton Coldfield",""
2011,"Birmingham","South Parade Sutton Coldfield","South parade Sutton Coldfield"
2011,"Birmingham","South Parade Sutton Town Centre","South Parade Sutton Town centre"
2011,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South Parade  Sutton Coldfield","South parade, Sutton Coldfield"
2011,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South Parade  Sutton Coldfield","South parade, Sutton Coldfield"
2011,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South Parade  Sutton Coldfield","South parade, Sutton Coldfield"
2011,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2011,"Birmingham","South Parade  Sutton Coldfield","South parade, Sutton Coldfield"
2011,"Birmingham","South Parade  Sutton Town Centre","South parade, Sutton Town Centre"
2011,"Birmingham","South Parade  Town Centre  Sutton Coldfield","South Parade, Town Centre, Sutton Coldfield"
2011,"Birmingham","Stornaway Rd Castle Vale","STORNAWAY ROAD CASTLE VALE"
2011,"Birmingham","Stley Rd Erdington","STREETLEY ROAD ERDINGTON"
2011,"Birmingham","Sumburgh Croft","sumburgh croft"
2011,"Birmingham","Sutton Coldfield Town Centre",""
2011,"Birmingham","Sutton Coldfield Town Centre",""
2011,"Birmingham","Sutton New Rd",""
2011,"Birmingham","Sutton New Rd Erdington",""
2011,"Birmingham","Sutton New Rd Erdington","SUTTON NEW ROAD ERDINGTON"
2011,"Birmingham","Sutton New Rd Erdington","SUTTON NEW ROAD ERDINGTON"
2011,"Birmingham","Sutton New Rd  Erdington  B Ham","Sutton New Rd, Erdington, B'ham"
2011,"Birmingham","Sutton Parade",""
2011,"Birmingham","Sutton Parade","SUTTON PARADE"
2011,"Birmingham","Sutton Parade",""
2011,"Birmingham","Sutton Town Centre","Sutton Town centre"
2011,"Birmingham","Sutton Town Centre","sutton town centre"
2011,"Birmingham","Sutton Town Centre","sutton town centre"
2011,"Birmingham","Sutton Town Centre","sutton town centre"
2011,"Birmingham","Sutton Town Centre",""
2011,"Birmingham","Tedbury Crescent","tedbury crescent"
2011,"Birmingham","Tesco S Express  Walsall Rd  Four Oaks  Sutton Coldfield","Tesco's Express, Walsall Rd, Four Oaks, Sutton Coldfield"
2011,"Birmingham","The Parade",""
2011,"Birmingham","The Parade",""
2011,"Birmingham","The Parade",""
2011,"Birmingham","The Parade Sutton","the parade sutton"
2011,"Birmingham","The Parade Sutton Coldfield","THE PARADE SUTTON COLDFIELD"
2011,"Birmingham","The Parade  Birmingham Rd  Sutton Coldfield","The Parade, Birmingham Rd, Sutton Coldfield"
2011,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The Parade  Sutton Town Centre","The Parade, Sutton Town Centre"
2011,"Birmingham","The Parade    ","the parade...."
2011,"Birmingham","The Ridgeway","THE RIDGEWAY"
2011,"Birmingham","The Ridgeway",""
2011,"Birmingham","The Ridgeway",""
2011,"Birmingham","The Swan Ph","The Swan PH"
2011,"Birmingham","Turnhouse Rd","turnhouse road"
2011,"Birmingham","Upper Holland Rd",""
2011,"Birmingham","Victoria Rd",""
2011,"Birmingham","Victoria Rd",""
2011,"Birmingham","Victoria Rd","victoria rd"
2011,"Birmingham","Walsh Drive  Walmley  Sutton Coldfield","Walsh Drive, Walmley, Sutton Coldfield"
2011,"Birmingham","Warren Farm Rd",""
2011,"Birmingham","Warren Farm Rd",""
2011,"Birmingham","Whitehouse Common Rd","whitehouse common rd"
2011,"Birmingham","Wilton Rd","wilton Rd"
2011,"Birmingham","Windsor House  Jarvis Rd  Erdington","Windsor House, Jarvis Rd, Erdington"
2011,"Birmingham","Witton Lodge Rd",""
2011,"Birmingham","Witton Lodge Rd  Erdington","Witton lodge Rd, erdington"
2011,"Birmingham","York Rd",""
2011,"Birmingham","Abdon Ave",""
2011,"Birmingham","Alcester Rd South",""
2011,"Birmingham","Alvechurch Rd","alvechurch rd"
2011,"Birmingham","Arden Rd","arden road"
2011,"Birmingham","Ardencote Froad","ardencote froad"
2011,"Birmingham","Ashley Close",""
2011,"Birmingham","Balti Spice Bristol Rd South","balti spice Bristol rd South"
2011,"Birmingham","Barnes Hill",""
2011,"Birmingham","Barrow House",""
2011,"Birmingham","Bell St",""
2011,"Birmingham","Birmingham New St",""
2011,"Birmingham","Birmingham New St",""
2011,"Birmingham","Birmingham New St",""
2011,"Birmingham","Birmingham St  Oldbury","Birmingham St, Oldbury"
2011,"Birmingham","Blandford Rd",""
2011,"Birmingham","Bournbrook Rd",""
2011,"Birmingham","Bournville Front Office",""
2011,"Birmingham","Bournville Front Office","bournville front office"
2011,"Birmingham","Bournville Ln","bournville lane"
2011,"Birmingham","Bournville Ln",""
2011,"Birmingham","Bournville Ln Front Office","Bournville lane front office"
2011,"Birmingham","Bowling Green Rd","bowling green road"
2011,"Birmingham","Bristol Rd",""
2011,"Birmingham","Bristol Rd","bristol rd"
2011,"Birmingham","Bristol Rd","bristol rd"
2011,"Birmingham","Bristol Rd","bristol rd"
2011,"Birmingham","Bristol Rd Selly Oak","bristol rd selly oak"
2011,"Birmingham","Bristol Rd South","bristol rd south"
2011,"Birmingham","Bristol Rd South","bristol rd south"
2011,"Birmingham","Bristol Rd Sth","bristol rd sth"
2011,"Birmingham","Bristol Rd  Northfield","Bristol Rd, Northfield"
2011,"Birmingham","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak"
2011,"Birmingham","Bristol Rd",""
2011,"Birmingham","Bristol Rd",""
2011,"Birmingham","Bristol Rd",""
2011,"Birmingham","Bristol Rd",""
2011,"Birmingham","Bristol Rd",""
2011,"Birmingham","Bristol Rd",""
2011,"Birmingham","Bristol Rd","bristol road"
2011,"Birmingham","Bristol Rd","bristol road"
2011,"Birmingham","Bristol Rd",""
2011,"Birmingham","Bristol Rd","bristol road"
2011,"Birmingham","Bristol Rd","bristol road"
2011,"Birmingham","Bristol Rd","bristol road"
2011,"Birmingham","Bristol Rd","bristol road"
2011,"Birmingham","Bristol Rd",""
2011,"Birmingham","Bristol Rd Northfield",""
2011,"Birmingham","Bristol Rd Selly Oak","bristol road selly oak"
2011,"Birmingham","Bristol Rd Selly Oak","Bristol Rd selly Oak"
2011,"Birmingham","Bristol Rd Selly Oak","bristol road selly oak"
2011,"Birmingham","Bristol Rd South  Northfield","Bristol Rd South, Northfield"
2011,"Birmingham","Bristol Rd South  Selly Oak","Bristol Rd South, Selly Oak"
2011,"Birmingham","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak"
2011,"Birmingham","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak"
2011,"Birmingham","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak"
2011,"Birmingham","Broad St","broad street"
2011,"Birmingham","Broad St","broad street"
2011,"Birmingham","Broad St","broad street"
2011,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2011,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2011,"Birmingham","Brook Ln","Brook lane"
2011,"Birmingham","Bunburry Rd","bunburry road"
2011,"Birmingham","Bunburry Rd","bunburry road"
2011,"Birmingham","Burnhill Grove  Weoley Castle  Birmingham ","Burnhill Grove ,Weoley Castle ,Birmingham."
2011,"Birmingham","Car Park Of Bournville Ln P Stn","Car Park of Bournville lane P/Stn"
2011,"Birmingham","Chinbrook Rd  Billsley","chinbrook road, billsley"
2011,"Birmingham","Church Hill Nortthfield","church hill nortthfield"
2011,"Birmingham","Church Rd",""
2011,"Birmingham","Compton Rd  Cradley Heath","Compton Rd, Cradley Heath"
2011,"Birmingham","Costcutters  Ardern Rd","Costcutters, Ardern Rd"
2011,"Birmingham","Dawberry Rd","dawberry road"
2011,"Birmingham","Dawlish Rd",""
2011,"Birmingham","Dingle Club","dingle club"
2011,"Birmingham","Doddington Rd","doddington road"
2011,"Birmingham","Dog Kennel Ln",""
2011,"Birmingham","Dog Pool Ln","dog pool lane"
2011,"Birmingham","Downfield Drive","downfield drive"
2011,"Birmingham","Dudley Bus Station","Dudley bus station"
2011,"Birmingham","Dwellings Ln",""
2011,"Birmingham","Eafo","EAFO"
2011,"Birmingham","Edgbaston Cricket Ground",""
2011,"Birmingham","Edgbaston Park Rd","edgbaston park road"
2011,"Birmingham","Exeter Rd   Hubert Rd","Exeter Rd / Hubert Rd"
2011,"Birmingham","Fordhouse Ln","fordhouse lane"
2011,"Birmingham","Four Acres  Quinton ","Four ACres ,Quinton."
2011,"Birmingham","Frogmill Rd  Frankley","Frogmill Rd, Frankley"
2011,"Birmingham","Genners Ln","genners lane"
2011,"Birmingham","Glastonbury Rd",""
2011,"Birmingham","Great Park Rubery","great park rubery"
2011,"Birmingham","Griffins Brook Ln",""
2011,"Birmingham","Grosvenor Shopping Centre",""
2011,"Birmingham","Hagley Rd","hagley Rd"
2011,"Birmingham","Hagley Rd","hagley road"
2011,"Birmingham","Hagley Rd","hagley road"
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd","hagley road"
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd  Edgbaston","Hagley Rd, Edgbaston"
2011,"Birmingham","Hagley Rd  Eedgbaston","Hagley Rd, Eedgbaston"
2011,"Birmingham","Harborne Cricket Club","Harborne Cricket club"
2011,"Birmingham","Harborne High St","Harborne high st"
2011,"Birmingham","Harborne High St",""
2011,"Birmingham","Harborne High St",""
2011,"Birmingham","Harborne High St","Harborne High street"
2011,"Birmingham","Harborne Park Rd",""
2011,"Birmingham","Harborne Police Station",""
2011,"Birmingham","Harbourne Cricket Club","Harbourne cricket club"
2011,"Birmingham","Hawkesley End",""
2011,"Birmingham","Hawkesley Square",""
2011,"Birmingham","Hazelwell St",""
2011,"Birmingham","Heathmill Ln Digbeth","heathmill lane digbeth"
2011,"Birmingham","Herons Wood","herons wood"
2011,"Birmingham","High St",""
2011,"Birmingham","High St Harborne",""
2011,"Birmingham","High St Harborne","high st harborne"
2011,"Birmingham","High St Northfield","high st northfield"
2011,"Birmingham","High St Harborne","High St harborne"
2011,"Birmingham","High St Harborne",""
2011,"Birmingham","High St Harborne","high street harborne"
2011,"Birmingham","High St Harborne","high street harborne"
2011,"Birmingham","High St Harbourne","high street harbourne"
2011,"Birmingham","High St  Harborne","High St, Harborne"
2011,"Birmingham","High St  Harborne","High St, Harborne"
2011,"Birmingham","Highfdield Ln",""
2011,"Birmingham","Highfield Ln","highfield lane"
2011,"Birmingham","Highfield Ln  Quinton","Highfield Ln, Quinton"
2011,"Birmingham","Hoggs Ln  Northfield","Hoggs Ln, Northfield"
2011,"Birmingham","Hollybank Rd",""
2011,"Birmingham","Holywood Bowl  Rubery","Holywood Bowl, Rubery"
2011,"Birmingham","Home Address","Home address"
2011,"Birmingham","Honnington Crescent  Northfield","Honnington Crescent, Northfield"
2011,"Birmingham","Jiggins Ln","jiggins lane"
2011,"Birmingham","Jiggins Ln  Bartley Green","Jiggins Ln, Bartley Green"
2011,"Birmingham","Kembertone Rd","kembertone road"
2011,"Birmingham","Kings Norton Green",""
2011,"Birmingham","Leech Green Rd","leech green rd"
2011,"Birmingham","Leith Grove","leith grove"
2011,"Birmingham","Leith Grove","leith grove"
2011,"Birmingham","Long Fellow Rd",""
2011,"Birmingham","Longbridge Ln",""
2011,"Birmingham","Longbridge Ln",""
2011,"Birmingham","Longbridge Ln  West Heath","Longbridge Ln, West heath"
2011,"Birmingham","Longham Croft","longham croft"
2011,"Birmingham","Lottie Rd",""
2011,"Birmingham","Lutley Grove","lutley grove"
2011,"Birmingham","Malins Rd  Harborne","Malins Rd, Harborne"
2011,"Birmingham","Manderville House","manderville house"
2011,"Birmingham","Marjoram Close  Hawksley","Marjoram Close, Hawksley"
2011,"Birmingham","Masshouse Ln",""
2011,"Birmingham","Masshouse Ln",""
2011,"Birmingham","Maypole Ln","maypole lane"
2011,"Birmingham","Merritts Hill","merritts hill"
2011,"Birmingham","Metchley Ln","metchley lane"
2011,"Birmingham","Moat Rd","moat road"
2011,"Birmingham","Mounbatten House  Wyndham Rd","Mounbatten House, Wyndham Rd"
2011,"Birmingham","New St Br","NEW STREET BR"
2011,"Birmingham","New St Station","new street station"
2011,"Birmingham","Nortb Worcester Golf Club",""
2011,"Birmingham","North St  Harborne","North St, Harborne"
2011,"Birmingham","North St  Harborne","North St, Harborne"
2011,"Birmingham","Northfield High St",""
2011,"Birmingham","Northfield High St ","Northfield High St."
2011,"Birmingham","Oakridge Rd Northfield","oakridge road northfield"
2011,"Birmingham","Oddingley Rd","Oddingley road"
2011,"Birmingham","Oddingley Rd  West Heath","Oddingley Rd, West heath"
2011,"Birmingham","Paradise Forum  Birmingham ","Paradise Forum ,Birmingham."
2011,"Birmingham","Parsons Hill","parsons hill"
2011,"Birmingham","Pershore Rd","pershore road"
2011,"Birmingham","Pershore Rd","pershore road"
2011,"Birmingham","Pershore Rd","pershore road"
2011,"Birmingham","Pershore Rd","pershore road"
2011,"Birmingham","Pershore Rd","pershore road"
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd","pershore road"
2011,"Birmingham","Pershore Rd","pershore road"
2011,"Birmingham","Pershore Rd","pershore road"
2011,"Birmingham","Pershore Rd","pershore road"
2011,"Birmingham","Pershore Rd South  Kings Norton","Pershore Rd South, Kings Norton"
2011,"Birmingham","Poole Crescent  Harborne","Poole Crescent, Harborne"
2011,"Birmingham","Poplar Ave","poplar avenue"
2011,"Birmingham","Portlands Rd",""
2011,"Birmingham","Princethorpe Rd",""
2011,"Birmingham","Qe Casualty","QE Casualty"
2011,"Birmingham","Qe Hospital","qe hospital"
2011,"Birmingham","Qe Hospital","QE Hospital"
2011,"Birmingham","Quality Hotel","quality hotel"
2011,"Birmingham","Queen Elizabeth Hospital",""
2011,"Birmingham","Raddlebarn Rd",""
2011,"Birmingham","Richmond Hill Rd","richmond hill road"
2011,"Birmingham","Richmond Rd",""
2011,"Birmingham","Rose Rd",""
2011,"Birmingham","Rose Rd  Harborne","Rose Rd, Harborne"
2011,"Birmingham","Sainsburys  Frankley Beeches Rd  Northfield","Sainsburys, Frankley Beeches Rd, Northfield"
2011,"Birmingham","Selcroft Ave","selcroft ave"
2011,"Birmingham","Shannon Rd  Kings Norton","Shannon Rd, Kings Norton"
2011,"Birmingham","Shawbrook Grove","shawbrook grove"
2011,"Birmingham","Shell Forecourt Bristol Rd","shell forecourt bristol rd"
2011,"Birmingham","Sir Hiltons Rd  West Heath","Sir Hiltons Rd, West Heath"
2011,"Birmingham","Snax 24 Forcourt ","Snax 24 forcourt."
2011,"Birmingham","Solihull High St",""
2011,"Birmingham","Solihull High St  Outside Rosies ","Solihull High St. Outside Rosies."
2011,"Birmingham","Stanley Rd Quinton","stanley road quinton"
2011,"Birmingham","Stone Rd  Edgbaston","Stone road, Edgbaston"
2011,"Birmingham","Stonehouse Ln","stonehouse lane"
2011,"Birmingham","Stratford Rd  Sparkbrook  Birmingham ","Stratford Rd ,Sparkbrook ,Birmingham."
2011,"Birmingham","The Fold",""
2011,"Birmingham","The Fold  Kings Norton","The Fold, Kings Norton"
2011,"Birmingham","The Jester Ph","The Jester PH"
2011,"Birmingham","The Parade Queensway  City  Centre ","The Parade Queensway, City  Centre."
2011,"Birmingham","The Royal Oak Public House  Pershore Rd","The Royal Oak Public House, Pershore Rd"
2011,"Birmingham","Three Horshoes Ph","Three Horshoes PH"
2011,"Birmingham","Three Shires Oak Rd",""
2011,"Birmingham","Three Shires Rd","Three shires Rd"
2011,"Birmingham","Trescotte Rd","trescotte road"
2011,"Birmingham","Turves Green","turves green"
2011,"Birmingham","Unknown","unknown"
2011,"Birmingham","Valbourne Rd Kings Heath","valbourne road kings heath"
2011,"Birmingham","Vicarage Rd  Kings Heath","Vicarage Rd, Kings heath"
2011,"Birmingham","Vineyard Rd  Northfield","Vineyard Rd, Northfield"
2011,"Birmingham","War Ln","war lane"
2011,"Birmingham","Watford Rd  Cotteridge","Watford Rd, Cotteridge"
2011,"Birmingham","Weolly Castle Rd","weolly castle road"
2011,"Birmingham","Westminster Rd",""
2011,"Birmingham","Wolverhampton St",""
2011,"Birmingham","Woodhouse Rd  Quinton","Woodhouse Rd, Quinton"
2011,"Birmingham","Woodmeadow Rd",""
2011,"Birmingham","Worlds End Ln","worlds end lane"
2011,"Birmingham","Worlds End Ln","worlds end lane"
2011,"Birmingham","Worlds End Ln Quinton","Worlds End Ln,Quinton"
2011,"Birmingham","Worlds End Ln Quinton","Worlds End Ln,Quinton"
2011,"Birmingham","Acardian Centre",""
2011,"Birmingham","Adderley Rd",""
2011,"Birmingham","Air Night Club",""
2011,"Birmingham","Albert Rd  Handsworth  Birmingham","Albert Rd, Handsworth, Birmingham"
2011,"Birmingham","Arcadia Centre  Birmingham City Centre","Arcadia Centre, Birmingham city centre"
2011,"Birmingham","Arcadian","arcadian"
2011,"Birmingham","Arcadian",""
2011,"Birmingham","Arcadian Birmingham City Centre",""
2011,"Birmingham","Arcadian Center  Birmingham","Arcadian center, Birmingham"
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre","Arcadian centre"
2011,"Birmingham","Arcadian Centre","Arcadian centre"
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre","arcadian centre"
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre","arcadian centre"
2011,"Birmingham","Arcadian Centre","arcadian centre"
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre","arcadian centre"
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre Bham","arcadian centre bham"
2011,"Birmingham","Arcadian Centre  Birmingham","Arcadian Centre, Birmingham"
2011,"Birmingham","Arcadian Centre  Birmingham City Centre","Arcadian Centre, Birmingham City Centre"
2011,"Birmingham","Arcadian Centre  Ladywell Walk","Arcadian Centre, Ladywell Walk"
2011,"Birmingham","Arcadian Centre  Ladywell Walk","Arcadian Centre, Ladywell Walk"
2011,"Birmingham","Arcadian Entertainment Centre  Birmingham","Arcadian Entertainment Centre, Birmingham"
2011,"Birmingham","Arcadian  City Centre ","Arcadian, City Centre."
2011,"Birmingham","Arcadian  Hurst St","Arcadian, Hurst St"
2011,"Birmingham","Aston Hotel ","aston hotel`"
2011,"Birmingham","Aston Police Station",""
2011,"Birmingham","Aston Villa Football Ground","aston villa football ground"
2011,"Birmingham","Attenborough Close","attenborough close"
2011,"Birmingham","Away Fans Coach Park   Bham Cfc","away fans coach park,  bham cfc"
2011,"Birmingham","Away Supporters Entrance Bcfc","away supporters entrance bcfc"
2011,"Birmingham","Bar Risa",""
2011,"Birmingham","Bath Row  Birmingham","Bath Row, Birmingham"
