"Year","Area","Street","Street.2"
2012,"Birmingham","Milestone House","Milestone house"
2012,"Birmingham","Milestone House","Milestone house"
2012,"Birmingham","Milestone House","Milestone house"
2012,"Birmingham","Monyhull Rd",""
2012,"Birmingham","Moseley Rd",""
2012,"Birmingham","New St Railway Station",""
2012,"Birmingham","New St Station",""
2012,"Birmingham","Northliegh Rd Ward End","Northliegh rd ward end"
2012,"Birmingham","O S Assembly Rooms  Poplar Way  Solihull","O/S Assembly Rooms, Poplar Way, Solihull"
2012,"Birmingham","O S Assembly Rooms  Solihull Town Centre","O/S Assembly Rooms, Solihull Town Centre"
2012,"Birmingham","O S Chargrill Chicken  Coventry Rd","o/s Chargrill Chicken, Coventry Rd"
2012,"Birmingham","Olton Boulevard East",""
2012,"Birmingham","Out Side Fish Bar Hobmoore Rd ","OUT SIDE FISH BAR HOBMOORE ROAD."
2012,"Birmingham","Outside Arden Oak Pub","outside Arden oak pub"
2012,"Birmingham","Outside St Colombia Nursery  Alcester Rd","outside st colombia nursery ,alcester road"
2012,"Birmingham","Outside The Bulls Head","Outside the Bulls Head"
2012,"Birmingham","Parker St  Edgbaston","Parker St, Edgbaston"
2012,"Birmingham","Parkland On The Heathway","Parkland on The Heathway"
2012,"Birmingham","Partridge Rd",""
2012,"Birmingham","Pershore Rd",""
2012,"Birmingham","Plymouth Rd  Stirchley","Plymouth Rd, Stirchley"
2012,"Birmingham","Poplar Rd  Solihull","Poplar Rd, Solihull"
2012,"Birmingham","Rea Rd","rea road"
2012,"Birmingham","Regency Hotel",""
2012,"Birmingham","Runcurn Rd  Balsall Heath","RUNCURN ROAD, BALSALL HEATH"
2012,"Birmingham","School Rd","school road"
2012,"Birmingham","Sheath Ln",""
2012,"Birmingham","Sheldon Heath Park",""
2012,"Birmingham","Shirley Rd  Acocks Green ","Shirley Rd, Acocks Green."
2012,"Birmingham","Solihull Town Centre",""
2012,"Birmingham","St Marys Rd",""
2012,"Birmingham","St Marys Row",""
2012,"Birmingham","St Mary S Row  Moseley","St Mary's Row, Moseley"
2012,"Birmingham","St Pauls Rd","St Pauls road"
2012,"Birmingham","St Pauls Rd","St Pauls road"
2012,"Birmingham","Station Rd Stechford",""
2012,"Birmingham","Station Rd Stechford",""
2012,"Birmingham","Station Rd  Solihul","Station Rd, Solihul"
2012,"Birmingham","Station Rd  Solihul","Station Rd, Solihul"
2012,"Birmingham","Station Rd  Solihul","Station Rd, Solihul"
2012,"Birmingham","Station Rd  Solihul","Station Rd, Solihul"
2012,"Birmingham","Station Rd  Solihul","Station Rd, Solihul"
2012,"Birmingham","Station Rd  Solihul","Station Rd, Solihul"
2012,"Birmingham","Stechford Police Station","stechford police station"
2012,"Birmingham","Stechford Swimming Baths",""
2012,"Birmingham","Stoney Ln","Stoney lane"
2012,"Birmingham","Stratford Rd",""
2012,"Birmingham","Stratford Rd  Sparkbrook","STRATFORD ROAD, SPARKBROOK"
2012,"Birmingham","Stratford Rd  Sparkhill","Stratford Rd, Sparkhill"
2012,"Birmingham","Summerfield Rd  Weoley Castle","SUMMERFIELD ROAD, WEOLEY CASTLE"
2012,"Birmingham","Sunbeam Way ","Sunbeam way."
2012,"Birmingham","Swanshurst Park",""
2012,"Birmingham","The Parade Sutton Coldfield",""
2012,"Birmingham","The Radleys",""
2012,"Birmingham","Tile Cross Rd",""
2012,"Birmingham","Tote Betting Shop  Alum Rock Rd","Tote Betting shop, Alum Rock Rd"
2012,"Birmingham","Turnburry Rd",""
2012,"Birmingham","Umberslade Rd  Selly Oak","Umberslade Rd, Selly Oak"
2012,"Birmingham","Vicarage Rd  Kinghs Heath","VICARAGE ROAD, KINGHS HEATH"
2012,"Birmingham","Victoria Rd  Bordesley Green","Victoria Rd, Bordesley Green"
2012,"Birmingham","Wake Green Rd","WAKE GREEN ROAD"
2012,"Birmingham","Ward End Park",""
2012,"Birmingham","Warwich Rd","warwich rd"
2012,"Birmingham","Warwick Rd",""
2012,"Birmingham","Warwick Rd  Accocks Green","warwick road, accocks green"
2012,"Birmingham","Wash Ln",""
2012,"Birmingham","Washwood Heath Rd","washwood heath road"
2012,"Birmingham","Washwood Heath Rd",""
2012,"Birmingham","Watson Rd  Alum Rock","Watson Rd, Alum Rock"
2012,"Birmingham","Wheatcroft Rd  Chelmesley Wood","Wheatcroft Rd, Chelmesley Wood"
2012,"Birmingham","Wheatsheaf Ph Coventry Rd  Sheldon","WHEATSHEAF PH COVENTRY ROAD, SHELDON"
2012,"Birmingham","Wheatsheaf  Coventry Rd ","WheatSheaf, Coventry Rd."
2012,"Birmingham","William Hill Bookmakers  Washwood Heath Rd","William Hill Bookmakers, Washwood Heath Rd"
2012,"Birmingham","Woodbridge Rd","woodbridge rd"
2012,"Birmingham","Woodbridge Rd",""
2012,"Birmingham","Acorn Public House","ACORN PUBLIC HOUSE"
2012,"Birmingham","Atlantic Rd",""
2012,"Birmingham","Aylesbury Crescent  Kingstanding  B Ham","Aylesbury Crescent, Kingstanding, B'ham"
2012,"Birmingham","Beggers Bush","beggers bush"
2012,"Birmingham","Bendall Rd  Kingstanding","bendall rd. kingstanding"
2012,"Birmingham","Berryfields Rd  Walmley  Sutton Coldfield","Berryfields Rd, Walmley, Sutton Coldfield"
2012,"Birmingham","Birmingham Rd",""
2012,"Birmingham","Birmingham Rd",""
2012,"Birmingham","Birmingham Rd",""
2012,"Birmingham","Birmingham Rd",""
2012,"Birmingham","Birmingham Rd  Wylde Green","Birmingham Rd, Wylde Green"
2012,"Birmingham","Birmingham Rd  Wylde Green","Birmingham Rd, Wylde Green"
2012,"Birmingham","Boldmere Rd",""
2012,"Birmingham","Bottle Of Sack","Bottle of Sack"
2012,"Birmingham","Boundary Rd  Erdington","Boundary Rd, Erdington"
2012,"Birmingham","Brassington Ave  Sutton Coldfield","Brassington Ave, Sutton Coldfield"
2012,"Birmingham","Broad St  ","Broad St]#"
2012,"Birmingham","Capilano Rd  Erdington","Capilano Rd, Erdington"
2012,"Birmingham","Car Park Lidl Pelham Rd Alum Rock","Car Park Lidl Pelham Rd aLUM rOCK"
2012,"Birmingham","Car Park Of Old Speckled Hen Public House Mere Green","CAR PARK OF OLD SPECKLED HEN PUBLIC HOUSE MERE GREEN"
2012,"Birmingham","Car Park Reddicap Tavern  Hollyfield Rd  Falcon Lodge","Car Park Reddicap Tavern, Hollyfield Rd, Falcon Lodge"
2012,"Birmingham","Car Park  Kenilworth Court  Wheelwright Rd","Car park, Kenilworth Court, Wheelwright Rd"
2012,"Birmingham","Chester Rd",""
2012,"Birmingham","Chesterfield Grove  Pype Hayes","Chesterfield Grove, Pype Hayes"
2012,"Birmingham","Chipstead Rd",""
2012,"Birmingham","Church Rd  Erdington","Church Rd, Erdington"
2012,"Birmingham","Coton Ln  Erdington  B Ham","Coton Ln, Erdington, B'ham"
2012,"Birmingham","Cottishall Walk",""
2012,"Birmingham","Court Ln",""
2012,"Birmingham","Court Ln","COurt Ln"
2012,"Birmingham","Duke St","DUKE STREET"
2012,"Birmingham","Ebrook Rd  Sutton Coldfield","Ebrook Rd, Sutton Coldfield"
2012,"Birmingham","Emscote Rd",""
2012,"Birmingham","Erdington High St",""
2012,"Birmingham","Erdington High St",""
2012,"Birmingham","Erdington High St",""
2012,"Birmingham","Firbeck Grove",""
2012,"Birmingham","Frances Rd Erdington","FRANCES ROAD ERDINGTON"
2012,"Birmingham","Front Odffice Sutton Coldfield",""
2012,"Birmingham","Good Hope Hospital",""
2012,"Birmingham","Gracechuch Shopping Centre  Sutton Coldfield","Gracechuch Shopping Centre, Sutton Coldfield"
2012,"Birmingham","Gravelly Hill",""
2012,"Birmingham","Hairy Lemon  Erdington High St ","Hairy Lemon, Erdington High St."
2012,"Birmingham","Hairy Lemon  Lower Parade","HAIRY LEMON. Lower Parade"
2012,"Birmingham","Hairy Lemon  Lower Parade","HAIRY LEMON. Lower Parade"
2012,"Birmingham","Hampton Rd  Erdington  B Ham","Hampton Rd, Erdington, B'ham"
2012,"Birmingham","Hellbey Close",""
2012,"Birmingham","High St   Sutton Coldfield","high st . sutton coldfield"
2012,"Birmingham","High St Erdington",""
2012,"Birmingham","High St  Erdington","High St, Erdington"
2012,"Birmingham","High St  Erdington","High St, Erdington"
2012,"Birmingham","High St  Erdington","High St, Erdington"
2012,"Birmingham","High St  Erdington","HIGH STREET, ERDINGTON"
2012,"Birmingham","High St  Erdington","HIGH STREET, ERDINGTON"
2012,"Birmingham","High St  Erdington","HIGH STREET, ERDINGTON"
2012,"Birmingham","High St  Erdington","HIGH STREET, ERDINGTON"
2012,"Birmingham","High St  Erdington","HIGH STREET, ERDINGTON"
2012,"Birmingham","High St  Erdington","HIGH STREET, ERDINGTON"
2012,"Birmingham","High St  Erdington","HIGH STREET, ERDINGTON"
2012,"Birmingham","High St  Erdington ","high street, erdington."
2012,"Birmingham","High St  West Bromwich","High St, West Bromwich"
2012,"Birmingham","High St  West Bromwich","High St, West Bromwich"
2012,"Birmingham","High St  West Bromwich","High St, West Bromwich"
2012,"Birmingham","Inland Rd  Erdington  B Ham","Inland Rd, Erdington, B'ham"
2012,"Birmingham","Job Centre  Sutton New Rd  Erdington","Job Centre, Sutton New Rd, Erdington"
2012,"Birmingham","Johnson Rd  Erdington  Birmingham","Johnson Rd, Erdington, Birmingham"
2012,"Birmingham","Johnson Rd  Erdington  Birmingham ","Johnson Rd, Erdington, Birmingham."
2012,"Birmingham","Kings Rd",""
2012,"Birmingham","Kingsbury Rd  Castle Vale","KINGSBURY ROAD, CASTLE VALE"
2012,"Birmingham","Lichfield Rd","Lichfield rd"
2012,"Birmingham","Lichfield Rd",""
2012,"Birmingham","Lichfield Rd  Sutton Coldfield","Lichfield Rd, Sutton Coldfield"
2012,"Birmingham","Lichfield Rd  Sutton Coldfield","Lichfield Rd, Sutton Coldfield"
2012,"Birmingham","Litten Tree Ph Sutton Town Centre","Litten Tree PH Sutton Town Centre"
2012,"Birmingham","Lower Parade",""
2012,"Birmingham","Lower Parade","LOWER PARADE"
2012,"Birmingham","Lower Parade","Lower parade"
2012,"Birmingham","Lower Parade","LOWER PARADE"
2012,"Birmingham","Lower Parade",""
2012,"Birmingham","Lower Parade   Sutton Coldfield","lower parade , sutton coldfield"
2012,"Birmingham","Lower Parade Sutton Coldfield",""
2012,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower Parade  Sutton Coldfield  Birmingham","Lower Parade, Sutton Coldfield, Birmingham"
2012,"Birmingham","Lower Parade  Sutton Coldfield ","Lower Parade, Sutton Coldfield."
2012,"Birmingham","Lower Parade  Sutton Town Centre","Lower parade, Sutton town centre"
2012,"Birmingham","Madehurst Rd  Erdington","Madehurst Rd, erdington"
2012,"Birmingham","Marrowfat Rd  Handsworth","MARROWFAT RAOD, HANDSWORTH"
2012,"Birmingham","Marsh Hill   Erdington    Bn  ","Marsh hill , Erdington. ( BN )"
2012,"Birmingham","Marsh Ln  Erdington  B Ham","Marsh lane, Erdington, B'ham"
2012,"Birmingham","Mere Green Island Lichfield Rd","MERE GREEN ISLAND LICHFIELD ROAD"
2012,"Birmingham","Mill Ave",""
2012,"Birmingham","Mill St   High St","Mill st @ high street"
2012,"Birmingham","New St",""
2012,"Birmingham","New St Station",""
2012,"Birmingham","Newdigate Rd",""
2012,"Birmingham","Newhall Carpark",""
2012,"Birmingham","Newhall Walk  Sutton Coldfield","Newhall Walk, Sutton Coldfield"
2012,"Birmingham","Normanton Tower  Beechmount Drive  Erdington  Birmingham","Normanton Tower, Beechmount Drive, Erdington, Birmingham"
2012,"Birmingham","North Holt Rd",""
2012,"Birmingham","Northolt Drive","NORTHOLT DRIVE"
2012,"Birmingham","O S H A","O/S H/A"
2012,"Birmingham","O S Hairy Lemon Ph","O/s Hairy Lemon PH"
2012,"Birmingham","O S Kings Arms Ph  Coleshill Rd","O/S Kings Arms PH, Coleshill Rd"
2012,"Birmingham","O S Kings Arms Ph  Coleshill Rd","O/S Kings Arms PH, Coleshill Rd"
2012,"Birmingham","O S Litten Tree","O/S LITTEN TREE"
2012,"Birmingham","O S Moo Moos South Parade","O/S MOO MOOS south parade"
2012,"Birmingham","O S Moomoo Club  Sutton Town Centre","O/s MooMoo Club, Sutton Town Centre"
2012,"Birmingham","O S Moomoos Night Club  South Parade","O/S MooMoos night club, South parade"
2012,"Birmingham","O S Moomoos  Lower Parade  Sutton Town Centre","O/S MooMoos, Lower parade, Sutton Town Centre"
2012,"Birmingham","O S Station Ph","O/S Station PH"
2012,"Birmingham","O S Temple Bar  S C Town Centre","O/S Temple Bar, S/C Town Centre"
2012,"Birmingham","Orphanage Rd","Orphanage rd"
2012,"Birmingham","Outside Bagot Arms  Chester Rd  Pype Hayes","Outside Bagot Arms, Chester Rd, Pype Hayes"
2012,"Birmingham","Outside City View  Erdington","OUTSIDE CITY VIEW, ERDINGTON"
2012,"Birmingham","Outside Hiry Lemon  Sutton Town Crntr","Outside HIRY LEMON, Sutton Town Crntr"
2012,"Birmingham","Outside Home Address","outside home address"
2012,"Birmingham","Outside Home Address","outside home address"
2012,"Birmingham","Outside Home Address",""
2012,"Birmingham","Outside Litten Tree  Birmingham Rd","OUTSIDE LITTEN TREE, BIRMINGHAM ROAD"
2012,"Birmingham","Outside Moomoo S Bar  South Parade  Sutton Coldfield","outside MooMoo's Bar, South Parade, Sutton Coldfield"
2012,"Birmingham","Outside Moomoo S Bar  South Parade  Sutton Coldfield ","outside MooMoo's Bar, South Parade, Sutton Coldfield."
2012,"Birmingham","Outside New St Station  Birmingham City Centre","OUTSIDE NEW STREET STATION, BIRMINGHAM CITY CENTRE"
2012,"Birmingham","Outside Temple Bar  Lower Parade  Sutton Coldfield","Outside Temple bar, Lower Parade, Sutton Coldfield"
2012,"Birmingham","Outside The Swan Public House  High St  Erdington","Outside The Swan Public house, High St, Erdington"
2012,"Birmingham","Outside The Temple Bar  Sutton Coldfield Town Centre ","Outside the Temple Bar, Sutton Coldfield town centre."
2012,"Birmingham","Parade Sutton","parade sutton"
2012,"Birmingham","Parade Sutton Coldfield","parade Sutton coldfield"
2012,"Birmingham","Parade Sutton Coldfield","parade Sutton coldfield"
2012,"Birmingham","Parade Sutton Coldfield Town Centre","Parade Sutton coldfield Town Centre"
2012,"Birmingham","Parade  Sutton Coldfield","parade, sutton coldfield"
2012,"Birmingham","Rectory Rd  Sutton Coldfield","Rectory Rd, Sutton Coldfield"
2012,"Birmingham","Reddicap Hill",""
2012,"Birmingham","Redwing Grove  Erdington  B Ham","Redwing Grove, Erdington, B'ham"
2012,"Birmingham","Redwing Grove  Erdington  B Ham","Redwing Grove, Erdington, B'ham"
2012,"Birmingham","Redwing Grove  Erdington  B Ham","Redwing Grove, Erdington, B'ham"
2012,"Birmingham","Redwing Grove  Erdington  B Ham","Redwing Grove, Erdington, B'ham"
2012,"Birmingham","Redwing Grove  Erdington  B Ham","Redwing Grove, Erdington, B'ham"
2012,"Birmingham","Redwing Grove  Erdington  B Ham","Redwing Grove, Erdington, B'ham"
2012,"Birmingham","Redwing Grove  Erdington  B Ham","Redwing Grove, Erdington, B'ham"
2012,"Birmingham","Reservoir Rd Erdington","reservoir rd erdington"
2012,"Birmingham","Reservoir Rd Erdington","reservoir rd erdington"
2012,"Birmingham","Reservoir Rd Erdington","reservoir rd erdington"
2012,"Birmingham","Reservoir Rd Erdington","reservoir rd erdington"
2012,"Birmingham","Reservoir Rd Erdington","reservoir rd erdington"
2012,"Birmingham","Reservoir Rd","RESERVOIR ROAD"
2012,"Birmingham","Ridgeway  Erdington","Ridgeway, Erdington"
2012,"Birmingham","Sc Town Centre","SC Town Centre"
2012,"Birmingham","Short Heath Rd",""
2012,"Birmingham","Slade Rd",""
2012,"Birmingham","Slade Rd",""
2012,"Birmingham","Somerset Rd  Erdington","SOMERSET ROAD, ERDINGTON"
2012,"Birmingham","South Parade",""
2012,"Birmingham","South Parade",""
2012,"Birmingham","South Parade",""
2012,"Birmingham","South Parade",""
2012,"Birmingham","South Parade",""
2012,"Birmingham","South Parade",""
2012,"Birmingham","South Parade        Sutton Coldfield Town Centre","South parade Â‰Ã›Âê Sutton Coldfield Town Centre"
2012,"Birmingham","South Parade O S Moomoo","South parade O/s Moomoo"
2012,"Birmingham","South Parade S C Town Centre","South parade S/C Town Centre"
2012,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South Parade  Sutton Coldfield","SOUTH PARADE, SUTTON COLDFIELD"
2012,"Birmingham","South Parade  Sutton Coldfield","SOUTH PARADE, SUTTON COLDFIELD"
2012,"Birmingham","South Parade  Sutton Coldfield","SOUTH PARADE, SUTTON COLDFIELD"
2012,"Birmingham","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South Parade  Sutton Coldfield  Birmingham","South Parade, Sutton Coldfield, Birmingham"
2012,"Birmingham","South Parades  Sutton Coldfield","South Parades, Sutton Coldfield"
2012,"Birmingham","St Mary   St John Social Club  Gravelly Hill North","St Mary & St John Social Club, Gravelly Hill North"
2012,"Birmingham","Sutton New Rd",""
2012,"Birmingham","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre",""
2012,"Birmingham","Sutton Town Centre Outside Moo Moo S","Sutton Town Centre outside Moo Moo's"
2012,"Birmingham","Sycamore Rd  Erdingon","Sycamore Rd, Erdingon"
2012,"Birmingham","Tamworth Rd  Sutton Coldfield","Tamworth Rd, Sutton Coldfield"
2012,"Birmingham","Tangmere Drive  Castle Vale","tangmere Drive, castle vale"
2012,"Birmingham","The Gardens  Erdington","The Gardens, Erdington"
2012,"Birmingham","The Green House  Four Oaks  Birmingham","The Green House, Four Oaks, Birmingham"
2012,"Birmingham","The Green House  Four Oaks  Sutton Coldfield","The Green House, Four Oaks, Sutton Coldfield"
2012,"Birmingham","The Parade",""
2012,"Birmingham","The Parade",""
2012,"Birmingham","The Parade",""
2012,"Birmingham","The Parade S C","The Parade S/C"
2012,"Birmingham","The Parade Suttontown Centre","The Parade SuttonTown Centre"
2012,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The Parade  Sutton Coldfield","The parade, Sutton Coldfield"
2012,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The Parade  Sutton Coldfield","The parade, Sutton Coldfield"
2012,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The Parade  Sutton Coldfield ","The Parade, Sutton Coldfield."
2012,"Birmingham","The Wylde Green Public House",""
2012,"Birmingham","Turnhouse Rd  Castle Vale","Turnhouse Rd, Castle Vale"
2012,"Birmingham","Unknown","UNKNOWN"
2012,"Birmingham","Victoria Rd  Sutton Coldfield","Victoria Rd, Sutton Coldfield"
2012,"Birmingham","Walmley Ash Rd","walmley ash rd"
2012,"Birmingham","Water Orton Ln",""
2012,"Birmingham","William Hill  Wylde Green","William Hill, Wylde Green"
2012,"Birmingham","Witton Lodge Rd","WITTON LODGE ROAD"
2012,"Birmingham","Woodacre Rd  Erdington","Woodacre Rd, Erdington"
2012,"Birmingham","Woodacre Rd  Erdington","Woodacre Rd, Erdington"
2012,"Birmingham","Woodacre Rd  Erdington","Woodacre Rd, Erdington"
2012,"Birmingham","Woodington Rd",""
2012,"Birmingham","Wootton Grove  Kingstanding  Birmingham","Wootton Grove, Kingstanding, Birmingham"
2012,"Birmingham","Yatesbury Ave  Castle Vale","Yatesbury Ave, Castle Vale"
2012,"Birmingham","A38 Northfield",""
2012,"Birmingham","Abdon Ave",""
2012,"Birmingham","Alcester Rd",""
2012,"Birmingham","Alcester Rd South","alcester road south"
2012,"Birmingham","Aldersmead Rd","aldersmead road"
2012,"Birmingham","Alwold Rd","alwold road"
2012,"Birmingham","Belgrave Middleway","belgrave middleway"
2012,"Birmingham","Black Horse Public House Carpark","black horse public house carpark"
2012,"Birmingham","Boleyn Rd","boleyn road"
2012,"Birmingham","Bomerfield Rd","bomerfield road"
2012,"Birmingham","Bond St  City Centre","Bond st, City Centre"
2012,"Birmingham","Bournville Ln",""
2012,"Birmingham","Bournville Ln",""
2012,"Birmingham","Bournville Ln Front Office","Bournville Ln Front office"
2012,"Birmingham","Bournville Ln Police Station","bournville lane police station"
2012,"Birmingham","Bournville P S ","bournville p.s."
2012,"Birmingham","Bournville Police Station","bournville police station"
2012,"Birmingham","Braceby Ave","braceby avenue"
2012,"Birmingham","Brandwood Park Rd","brandwood park rd"
2012,"Birmingham","Bristol Rd South  Northfield","Bristol Rd South, Northfield"
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd","bristol road"
2012,"Birmingham","Bristol Rd","bristol road"
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd","bristol road"
2012,"Birmingham","Bristol Rd","bristol road"
2012,"Birmingham","Bristol Rd","bristol road"
2012,"Birmingham","Bristol Rd Northfield",""
2012,"Birmingham","Bristol Rd Opposite Royal Orthopaedic","bristol road opposite royal orthopaedic"
2012,"Birmingham","Bristol Rd Selly Oak",""
2012,"Birmingham","Bristol Rd Selly Oak","Bristol Rd selly Oak"
2012,"Birmingham","Bristol Rd Selly Oak",""
2012,"Birmingham","Bristol Rd Selly Oak","bristol road selly oak"
2012,"Birmingham","Bristol Rd Selly Oak","Bristol Rd selly oak"
2012,"Birmingham","Bristol Rd Selly Oak Near Gun Barrels Ph","bristol road selly oak near gun barrels PH"
2012,"Birmingham","Bristol Rd South","bristol road south"
2012,"Birmingham","Bristol Rd South","bristol road south"
2012,"Birmingham","Bristol Rd  Bournville","bristol road, bournville"
2012,"Birmingham","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak"
2012,"Birmingham","Brook Ln Billesley","brook lane billesley"
2012,"Birmingham","Brookfield Rd",""
2012,"Birmingham","Bunbury Rd",""
2012,"Birmingham","Church Rd","church road"
2012,"Birmingham","Church Rd  Edgbaston","Church Rd, Edgbaston"
2012,"Birmingham","Church Rd  Moseley","Church Rd, Moseley"
2012,"Birmingham","City Rd","city road"
2012,"Birmingham","Corn Mill Close Bartley Green",""
2012,"Birmingham","Cotteridge Island",""
2012,"Birmingham","Devon Rd","devon road"
2012,"Birmingham","Dogpool Ln",""
2012,"Birmingham","Each Way Ln  Rubery","Each Way Ln, Rubery"
2012,"Birmingham","Edgewood Rd","edgewood road"
2012,"Birmingham","Edgwood Rd","edgwood road"
2012,"Birmingham","Edward Rd  Balsall Heath","edward road, balsall heath"
2012,"Birmingham","Fordhouse Ln",""
2012,"Birmingham","Fredrick Rd",""
2012,"Birmingham","Gillot Rd  Edgbaston","Gillot Rd, Edgbaston"
2012,"Birmingham","Gillott Rd  Edgbaston","Gillott Rd, Edgbaston"
2012,"Birmingham","Gorsley Piece","gorsley piece"
2012,"Birmingham","Great Park Public House  Rubery","great park public house, rubery"
2012,"Birmingham","Great Park Rubery","great park rubery"
2012,"Birmingham","Grovelly  Ln","grovelly  lane"
2012,"Birmingham","Hagley Rd",""
2012,"Birmingham","Hagley Rd","hagley road"
2012,"Birmingham","Hagley Rd","hagley road"
2012,"Birmingham","Hagley Rd",""
2012,"Birmingham","Hagley Rd","hagley road"
2012,"Birmingham","Hagley Rd  Birmingham","Hagley Rd, Birmingham"
2012,"Birmingham","Hagley Rd  Edgbaston","Hagley Rd, Edgbaston"
2012,"Birmingham","Hagley Rd  Edgbaston","hagley road, edgbaston"
2012,"Birmingham","Harborne Hall  Hotel  Harborne","Harborne Hall, Hotel, Harborne"
2012,"Birmingham","Harborne Park Rd","harborne park road"
2012,"Birmingham","Harbourne High St","harbourne high street"
2012,"Birmingham","Haunch Ln",""
2012,"Birmingham","Hawkshurst Rd","hawkshurst road"
2012,"Birmingham","Healey Rd  Selly Oak","Healey Rd, Selly oak"
2012,"Birmingham","Heather House  Kings Norton","heather house, kings norton"
2012,"Birmingham","Heaton Drive","heaton drive"
2012,"Birmingham","Hgaley Rd","hgaley road"
2012,"Birmingham","High St Harborne","high st harborne"
2012,"Birmingham","High St Harborne","High ST Harborne"
2012,"Birmingham","High St Harborne","high street harborne"
2012,"Birmingham","High St Harborne","high street harborne"
2012,"Birmingham","High St Harborne","high street harborne"
2012,"Birmingham","High St Harborne","high street harborne"
2012,"Birmingham","High St Harbourne",""
2012,"Birmingham","High St Hraborn","high street hraborn"
2012,"Birmingham","High St  Haborne","High St, Haborne"
2012,"Birmingham","High St  Harbourne","High St, harbourne"
2012,"Birmingham","Hillwood Rd",""
2012,"Birmingham","Hindhead Rd",""
2012,"Birmingham","Hisgh St Stourbridege","hisgh street stourbridege"
2012,"Birmingham","Hollybank Rd","hollybank road"
2012,"Birmingham","Holybank Rd","holybank road"
2012,"Birmingham","Houldy Rd","houldy road"
2012,"Birmingham","Hubert Croft","hubert croft"
2012,"Birmingham","Hurst St",""
2012,"Birmingham","Jenners Ln","jenners lane"
2012,"Birmingham","Jowetts Ln","jowetts lane"
2012,"Birmingham","Katie Rd","katie road"
2012,"Birmingham","Kitwell Ln","kitwell lane"
2012,"Birmingham","Linden Rd",""
2012,"Birmingham","Linden Rd",""
2012,"Birmingham","Lofthouse Crescent","Lofthouse crescent"
2012,"Birmingham","Longbridge Ln",""
2012,"Birmingham","Lottie Rd Selly Oak","lottie road selly oak"
2012,"Birmingham","Lynsey Ave  Northfield","lynsey avenue, northfield"
2012,"Birmingham","Masshouse Ph","Masshouse PH"
2012,"Birmingham","Maypole Grove","Maypole grove"
2012,"Birmingham","Merritts Brook Ln  Northfield","Merritts Brook Ln, Northfield"
2012,"Birmingham","Metchley Ln  Harborne","Metchley Ln, Harborne"
2012,"Birmingham","Metchley Park Rd",""
2012,"Birmingham","Miles Rd","miles road"
2012,"Birmingham","Millbrook Drive Northfield","millbrook drive northfield"
2012,"Birmingham","Milner Rd","milner road"
2012,"Birmingham","Moor St",""
2012,"Birmingham","Moor St Railway Station",""
