"","Year","Area","Street","Street.2"
"3207",2012,"","South Parade","South Parade"
"3208",2012,"","South Parade","South Parade"
"3209",2012,"","South Parade","South Parade"
"3210",2012,"","South Parade","South Parade"
"3211",2012,"","South Parade        Sutton Coldfield Town Centre","South parade Â‰Ã›Âê Sutton Coldfield Town Centre"
"3212",2012,"","South Parade O S Moomoo","South parade O/s Moomoo"
"3213",2012,"","South Parade S C Town Centre","South parade S/C Town Centre"
"3214",2012,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"3215",2012,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"3216",2012,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"3217",2012,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"3218",2012,"","South Parade  Sutton Coldfield","SOUTH PARADE, SUTTON COLDFIELD"
"3219",2012,"","South Parade  Sutton Coldfield","SOUTH PARADE, SUTTON COLDFIELD"
"3220",2012,"","South Parade  Sutton Coldfield","SOUTH PARADE, SUTTON COLDFIELD"
"3221",2012,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield"
"3222",2012,"","South Parade  Sutton Coldfield  Birmingham","South Parade, Sutton Coldfield, Birmingham"
"3223",2012,"","South Parades  Sutton Coldfield","South Parades, Sutton Coldfield"
"3224",2012,"","St Mary   St John Social Club  Gravelly Hill North","St Mary & St John Social Club, Gravelly Hill North"
"3225",2012,"","Sutton New Rd","Sutton New Rd"
"3226",2012,"","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
"3227",2012,"","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
"3228",2012,"","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
"3229",2012,"","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
"3230",2012,"","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
"3231",2012,"","Sutton New Rd  Erdington","Sutton New Rd, Erdington"
"3232",2012,"","Sutton Town Centre","Sutton Town Centre"
"3233",2012,"","Sutton Town Centre","Sutton Town Centre"
"3234",2012,"","Sutton Town Centre","Sutton Town Centre"
"3235",2012,"","Sutton Town Centre","Sutton Town Centre"
"3236",2012,"","Sutton Town Centre","Sutton Town Centre"
"3237",2012,"","Sutton Town Centre","Sutton Town Centre"
"3238",2012,"","Sutton Town Centre","Sutton Town Centre"
"3239",2012,"","Sutton Town Centre","Sutton Town Centre"
"3240",2012,"","Sutton Town Centre","Sutton Town Centre"
"3241",2012,"","Sutton Town Centre","Sutton Town Centre"
"3242",2012,"","Sutton Town Centre","Sutton Town Centre"
"3243",2012,"","Sutton Town Centre","Sutton Town Centre"
"3244",2012,"","Sutton Town Centre Outside Moo Moo S","Sutton Town Centre outside Moo Moo's"
"3245",2012,"","Sycamore Rd  Erdingon","Sycamore Rd, Erdingon"
"3246",2012,"","Tamworth Rd  Sutton Coldfield","Tamworth Rd, Sutton Coldfield"
"3247",2012,"","Tangmere Drive  Castle Vale","tangmere Drive, castle vale"
"3248",2012,"","The Gardens  Erdington","The Gardens, Erdington"
"3249",2012,"","The Green House  Four Oaks  Birmingham","The Green House, Four Oaks, Birmingham"
"3250",2012,"","The Green House  Four Oaks  Sutton Coldfield","The Green House, Four Oaks, Sutton Coldfield"
"3251",2012,"","The Parade","The Parade"
"3252",2012,"","The Parade","The Parade"
"3253",2012,"","The Parade","The Parade"
"3254",2012,"","The Parade S C","The Parade S/C"
"3255",2012,"","The Parade Suttontown Centre","The Parade SuttonTown Centre"
"3256",2012,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"3257",2012,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"3258",2012,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"3259",2012,"","The Parade  Sutton Coldfield","The parade, Sutton Coldfield"
"3260",2012,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"3261",2012,"","The Parade  Sutton Coldfield","The parade, Sutton Coldfield"
"3262",2012,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"3263",2012,"","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
"3264",2012,"","The Parade  Sutton Coldfield ","The Parade, Sutton Coldfield."
"3265",2012,"","The Wylde Green Public House","The Wylde Green Public House"
"3266",2012,"","Turnhouse Rd  Castle Vale","Turnhouse Rd, Castle Vale"
"3267",2012,"","Unknown","UNKNOWN"
"3268",2012,"","Victoria Rd  Sutton Coldfield","Victoria Rd, Sutton Coldfield"
"3269",2012,"","Walmley Ash Rd","walmley ash rd"
"3270",2012,"","Water Orton Ln","Water Orton Ln"
"3271",2012,"","William Hill  Wylde Green","William Hill, Wylde Green"
"3272",2012,"","Witton Lodge Rd","WITTON LODGE ROAD"
"3273",2012,"","Woodacre Rd  Erdington","Woodacre Rd, Erdington"
"3274",2012,"","Woodacre Rd  Erdington","Woodacre Rd, Erdington"
"3275",2012,"","Woodacre Rd  Erdington","Woodacre Rd, Erdington"
"3276",2012,"","Woodington Rd","Woodington Rd"
"3277",2012,"","Wootton Grove  Kingstanding  Birmingham","Wootton Grove, Kingstanding, Birmingham"
"3278",2012,"","Yatesbury Ave  Castle Vale","Yatesbury Ave, Castle Vale"
"3279",2012,"","A38 Northfield","A38 Northfield"
"3280",2012,"","Abdon Ave","Abdon Ave"
"3281",2012,"","Alcester Rd","Alcester Rd"
"3282",2012,"","Alcester Rd South","alcester road south"
"3283",2012,"","Aldersmead Rd","aldersmead road"
"3284",2012,"","Alwold Rd","alwold road"
"3285",2012,"","Belgrave Middleway","belgrave middleway"
"3286",2012,"","Black Horse Public House Carpark","black horse public house carpark"
"3287",2012,"","Boleyn Rd","boleyn road"
"3288",2012,"","Bomerfield Rd","bomerfield road"
"3289",2012,"","Bond St  City Centre","Bond st, City Centre"
"3290",2012,"","Bournville Ln","Bournville Ln"
"3291",2012,"","Bournville Ln","Bournville Ln"
"3292",2012,"","Bournville Ln Front Office","Bournville Ln Front office"
"3293",2012,"","Bournville Ln Police Station","bournville lane police station"
"3294",2012,"","Bournville P S ","bournville p.s."
"3295",2012,"","Bournville Police Station","bournville police station"
"3296",2012,"","Braceby Ave","braceby avenue"
"3297",2012,"","Brandwood Park Rd","brandwood park rd"
"3298",2012,"","Bristol Rd South  Northfield","Bristol Rd South, Northfield"
"3299",2012,"","Bristol Rd","Bristol Rd"
"3300",2012,"","Bristol Rd","Bristol Rd"
"3301",2012,"","Bristol Rd","bristol road"
"3302",2012,"","Bristol Rd","bristol road"
"3303",2012,"","Bristol Rd","Bristol Rd"
"3304",2012,"","Bristol Rd","Bristol Rd"
"3305",2012,"","Bristol Rd","bristol road"
"3306",2012,"","Bristol Rd","bristol road"
"3307",2012,"","Bristol Rd","bristol road"
"3308",2012,"","Bristol Rd Northfield","Bristol Rd Northfield"
"3309",2012,"","Bristol Rd Opposite Royal Orthopaedic","bristol road opposite royal orthopaedic"
"3310",2012,"","Bristol Rd Selly Oak","Bristol Rd Selly Oak"
"3311",2012,"","Bristol Rd Selly Oak","Bristol Rd selly Oak"
"3312",2012,"","Bristol Rd Selly Oak","Bristol Rd Selly Oak"
"3313",2012,"","Bristol Rd Selly Oak","bristol road selly oak"
"3314",2012,"","Bristol Rd Selly Oak","Bristol Rd selly oak"
"3315",2012,"","Bristol Rd Selly Oak Near Gun Barrels Ph","bristol road selly oak near gun barrels PH"
"3316",2012,"","Bristol Rd South","bristol road south"
"3317",2012,"","Bristol Rd South","bristol road south"
"3318",2012,"","Bristol Rd  Bournville","bristol road, bournville"
"3319",2012,"","Bristol Rd  Selly Oak","Bristol Rd, Selly Oak"
"3320",2012,"","Brook Ln Billesley","brook lane billesley"
"3321",2012,"","Brookfield Rd","Brookfield Rd"
"3322",2012,"","Bunbury Rd","Bunbury Rd"
"3323",2012,"","Church Rd","church road"
"3324",2012,"","Church Rd  Edgbaston","Church Rd, Edgbaston"
"3325",2012,"","Church Rd  Moseley","Church Rd, Moseley"
"3326",2012,"","City Rd","city road"
"3327",2012,"","Corn Mill Close Bartley Green","Corn Mill Close Bartley Green"
"3328",2012,"","Cotteridge Island","Cotteridge Island"
"3329",2012,"","Devon Rd","devon road"
"3330",2012,"","Dogpool Ln","Dogpool Ln"
"3331",2012,"","Each Way Ln  Rubery","Each Way Ln, Rubery"
"3332",2012,"","Edgewood Rd","edgewood road"
"3333",2012,"","Edgwood Rd","edgwood road"
"3334",2012,"","Edward Rd  Balsall Heath","edward road, balsall heath"
"3335",2012,"","Fordhouse Ln","Fordhouse Ln"
"3336",2012,"","Fredrick Rd","Fredrick Rd"
"3337",2012,"","Gillot Rd  Edgbaston","Gillot Rd, Edgbaston"
"3338",2012,"","Gillott Rd  Edgbaston","Gillott Rd, Edgbaston"
"3339",2012,"","Gorsley Piece","gorsley piece"
"3340",2012,"","Great Park Public House  Rubery","great park public house, rubery"
"3341",2012,"","Great Park Rubery","great park rubery"
"3342",2012,"","Grovelly  Ln","grovelly  lane"
"3343",2012,"","Hagley Rd","Hagley Rd"
"3344",2012,"","Hagley Rd","hagley road"
"3345",2012,"","Hagley Rd","hagley road"
"3346",2012,"","Hagley Rd","Hagley Rd"
"3347",2012,"","Hagley Rd","hagley road"
"3348",2012,"","Hagley Rd  Birmingham","Hagley Rd, Birmingham"
"3349",2012,"","Hagley Rd  Edgbaston","Hagley Rd, Edgbaston"
"3350",2012,"","Hagley Rd  Edgbaston","hagley road, edgbaston"
"3351",2012,"","Harborne Hall  Hotel  Harborne","Harborne Hall, Hotel, Harborne"
"3352",2012,"","Harborne Park Rd","harborne park road"
"3353",2012,"","Harbourne High St","harbourne high street"
"3354",2012,"","Haunch Ln","Haunch Ln"
"3355",2012,"","Hawkshurst Rd","hawkshurst road"
"3356",2012,"","Healey Rd  Selly Oak","Healey Rd, Selly oak"
"3357",2012,"","Heather House  Kings Norton","heather house, kings norton"
"3358",2012,"","Heaton Drive","heaton drive"
"3359",2012,"","Hgaley Rd","hgaley road"
"3360",2012,"","High St Harborne","high st harborne"
"3361",2012,"","High St Harborne","High ST Harborne"
"3362",2012,"","High St Harborne","high street harborne"
"3363",2012,"","High St Harborne","high street harborne"
"3364",2012,"","High St Harborne","high street harborne"
"3365",2012,"","High St Harborne","high street harborne"
"3366",2012,"","High St Harbourne","High St Harbourne"
"3367",2012,"","High St Hraborn","high street hraborn"
"3368",2012,"","High St  Haborne","High St, Haborne"
"3369",2012,"","High St  Harbourne","High St, harbourne"
"3370",2012,"","Hillwood Rd","Hillwood Rd"
"3371",2012,"","Hindhead Rd","Hindhead Rd"
"3372",2012,"","Hisgh St Stourbridege","hisgh street stourbridege"
"3373",2012,"","Hollybank Rd","hollybank road"
"3374",2012,"","Holybank Rd","holybank road"
"3375",2012,"","Houldy Rd","houldy road"
"3376",2012,"","Hubert Croft","hubert croft"
"3377",2012,"","Hurst St","Hurst St"
"3378",2012,"","Jenners Ln","jenners lane"
"3379",2012,"","Jowetts Ln","jowetts lane"
"3380",2012,"","Katie Rd","katie road"
"3381",2012,"","Kitwell Ln","kitwell lane"
"3382",2012,"","Linden Rd","Linden Rd"
"3383",2012,"","Linden Rd","Linden Rd"
"3384",2012,"","Lofthouse Crescent","Lofthouse crescent"
"3385",2012,"","Longbridge Ln","Longbridge Ln"
"3386",2012,"","Lottie Rd Selly Oak","lottie road selly oak"
"3387",2012,"","Lynsey Ave  Northfield","lynsey avenue, northfield"
"3388",2012,"","Masshouse Ph","Masshouse PH"
"3389",2012,"","Maypole Grove","Maypole grove"
"3390",2012,"","Merritts Brook Ln  Northfield","Merritts Brook Ln, Northfield"
"3391",2012,"","Metchley Ln  Harborne","Metchley Ln, Harborne"
"3392",2012,"","Metchley Park Rd","Metchley Park Rd"
"3393",2012,"","Miles Rd","miles road"
"3394",2012,"","Millbrook Drive Northfield","millbrook drive northfield"
"3395",2012,"","Milner Rd","milner road"
"3396",2012,"","Moor St","Moor St"
"3397",2012,"","Moor St Railway Station","Moor St Railway Station"
"3398",2012,"","Morrisons  Rubery","Morrisons, Rubery"
"3399",2012,"","Navigation Pub  Kings Norton","Navigation Pub, Kings Norton"
"3400",2012,"","Newbury Ln","Newbury Ln"
"3401",2012,"","Norhtfield High St","norhtfield high street"
"3402",2012,"","Northfield Rd  Northfield","Northfield Rd, Northfield"
"3403",2012,"","Outside Goose Public House  Bristol Rd  Selly Oak","Outside Goose Public house, Bristol Rd, Selly Oak"
"3404",2012,"","Park Way Rubery","Park Way Rubery"
"3405",2012,"","Parkdale Drive","parkdale drive"
"3406",2012,"","Payne St","Payne St"
"3407",2012,"","Pershore Rd","pershore road"
"3408",2012,"","Pershore Rd","Pershore Rd"
"3409",2012,"","Pershore Rd","pershore road"
"3410",2012,"","Pershore Rd","pershore road"
"3411",2012,"","Pershore Rd Cotteridge","pershore road cotteridge"
"3412",2012,"","Pershore Rd South","pershore road south"
"3413",2012,"","Piddock Rd","Piddock Rd"
"3414",2012,"","Piddock Rd Smethwick","Piddock Rd Smethwick"
"3415",2012,"","Piddock Rd Smethwick","Piddock Rd Smethwick"
"3416",2012,"","Piddock Rd Smethwick","Piddock Rd Smethwick"
"3417",2012,"","Pineapple Rd","Pineapple Rd"
"3418",2012,"","Premier Inn  Great Park","Premier Inn, Great Park"
"3419",2012,"","Priory Rd","priory road"
"3420",2012,"","Q E A And E Metchley Park Rd","Q E A and E Metchley park Rd"
"3421",2012,"","Qe Hospital","QE Hospital"
"3422",2012,"","Queen Elizabeth Hospital","queen elizabeth hospital"
"3423",2012,"","Queen Elizabeth Hospital","queen elizabeth hospital"
"3424",2012,"","Quinton Rd","quinton road"
"3425",2012,"","Ridgeacre Rd","Ridgeacre Rd"
"3426",2012,"","Ridgeacre Rd","Ridgeacre Rd"
"3427",2012,"","Safernake Close","safernake close"
"3428",2012,"","Sandon Rd","sandon road"
"3429",2012,"","Sandon Rd  Edgbaston","Sandon Rd, Edgbaston"
"3430",2012,"","Selly Oak Railway Station","Selly Oak Railway Station"
"3431",2012,"","Selly Oak Railway Station","Selly Oak railway station"
"3432",2012,"","Shannon Rd","shannon road"
"3433",2012,"","Shenly Ln","Shenly Ln"
"3434",2012,"","Sir Herbert Austin Way","sir herbert austin way"
"3435",2012,"","Smithy Hotel  Hagley Rd","smithy hotel, hagley road"
"3436",2012,"","Solihull High St","Solihull High St"
"3437",2012,"","St Mary S Hospice","St Mary's Hospice"
"3438",2012,"","Stonehouse Ln","Stonehouse Ln"
"3439",2012,"","Stonehouse Public House","stonehouse public house"
"3440",2012,"","Stratford Rd","stratford road"
"3441",2012,"","The Fold","the fold"
"3442",2012,"","The Navigation Public House  Kings Norton","The Navigation Public House, Kings Norton"
"3443",2012,"","Tiverton Rd","tiverton road"
"3444",2012,"","Trittiford Rd","trittiford road"
"3445",2012,"","University Birmingham","university birmingham"
"3446",2012,"","Victoria Steet Small Heath","victoria steet small heath"
"3447",2012,"","Wareham Rd","wareham road"
"3448",2012,"","Warwick Crest","warwick crest"
"3449",2012,"","Watford Rd Coteridge","watford road coteridge"
"3450",2012,"","Wellington Rd","wellington road"
"3451",2012,"","Wellington Rd","wellington road"
"3452",2012,"","Wellington Rd","wellington road"
"3453",2012,"","West Boulevard","West Boulevard"
"3454",2012,"","West Cliff Place","West Cliff Place"
"3455",2012,"","White Horse Public House","white horse public house"
"3456",2012,"","Willetts Rd  Turves Green","Willetts Rd, turves Green"
"3457",2012,"","Woodthrop Rd","woodthrop road"
"3458",2012,"","Worlds End Ln  Quinton","Worlds End Ln, Quinton"
"3459",2012,"","Wychal Ln","wychal lane"
"3460",2012,"","Wychal Ln","wychal lane"
"3461",2012,"","Wychal Ln","wychal lane"
"3462",2012,"","Wychall Rd  Kings Norton","Wychall Rd, Kings Norton"
"3463",2012,"","Ymca Stone Rd","YMCA Stone Rd"
"3464",2012,"","York Ph York Rd","York PH york road"
"3465",2012,"","A38 Expressway  Birmingham","A38 Expressway, Birmingham"
"3466",2012,"","Aberdeen St Winson Green","Aberdeen St Winson Green"
"3467",2012,"","Adcadian Centre Ladywell Walk","Adcadian Centre Ladywell Walk"
"3468",2012,"","Alexander Ave","Alexander Ave"
"3469",2012,"","Alley  Way Off Arcadian Palace  Hurst St","Alley  Way off Arcadian Palace, Hurst St"
"3470",2012,"","Applewood Grove Cradley Heath","applewood Grove cradley heath"
"3471",2012,"","Arca Bar  City Centre","Arca Bar, City Centre"
"3472",2012,"","Arcadian","Arcadian"
"3473",2012,"","Arcadian","Arcadian"
"3474",2012,"","Arcadian","Arcadian"
"3475",2012,"","Arcadian","Arcadian"
"3476",2012,"","Arcadian","Arcadian"
"3477",2012,"","Arcadian","Arcadian"
"3478",2012,"","Arcadian","Arcadian"
"3479",2012,"","Arcadian Centre","Arcadian Centre"
"3480",2012,"","Arcadian Centre","Arcadian Centre"
"3481",2012,"","Arcadian Centre","arcadian centre"
"3482",2012,"","Arcadian Centre","Arcadian Centre"
"3483",2012,"","Arcadian Centre","Arcadian Centre"
"3484",2012,"","Arcadian Centre","Arcadian centre"
"3485",2012,"","Arcadian Centre","Arcadian Centre"
"3486",2012,"","Arcadian Centre","arcadian centre"
"3487",2012,"","Arcadian Centre","Arcadian centre"
"3488",2012,"","Arcadian Centre","Arcadian Centre"
"3489",2012,"","Arcadian Centre Ladywell Walk","Arcadian Centre Ladywell Walk"
"3490",2012,"","Arcadian Centre  Birmingham","Arcadian Centre, Birmingham"
"3491",2012,"","Arcadian Centre  City Centre","Arcadian Centre, City Centre"
"3492",2012,"","Arcadian Centre  City Centre  Birmingham","Arcadian Centre, City Centre, Birmingham"
"3493",2012,"","Arcadian Centre City Centre","Arcadian Centre,City centre"
"3494",2012,"","Arcadian City Centre","Arcadian City Centre"
"3495",2012,"","Arcadian ","Arcadian,"
"3496",2012,"","Arcadian  Birmingham","Arcadian, Birmingham"
"3497",2012,"","Arcadian  Birmingham","Arcadian, Birmingham"
"3498",2012,"","Arcadian  City Centre","Arcadian, City Centre"
"3499",2012,"","Arcadian  City Centre","Arcadian, City Centre"
"3500",2012,"","Arcadian  City Centre","Arcadian, City Centre"
"3501",2012,"","Arcadian ","Arcadian."
"3502",2012,"","Arcadian ","Arcadian."
"3503",2012,"","Arcadian ","Arcadian."
"3504",2012,"","Arcadian ","Arcadian."
"3505",2012,"","Arcadian ","Arcadian."
"3506",2012,"","Arka Bar  Arcadian Bar","Arka Bar, Arcadian Bar"
"3507",2012,"","Aston Hotel  Witton Ln","Aston Hotel, Witton Ln"
"3508",2012,"","Aston Police Station","aston police station"
"3509",2012,"","Aston St  City Centre","Aston St, City Centre"
"3510",2012,"","Bacchus Rd  Winson Green","BACCHUS ROAD, WINSON GREEN"
"3511",2012,"","Bar Risa  Broad St  Birmingham","Bar Risa, Broad St, Birmingham"
"3512",2012,"","Bennetts Hill","Bennetts Hill"
"3513",2012,"","Berkeley St  Birmingham","Berkeley St, Birmingham"
"3514",2012,"","Berkeley St  Birmingham City Centre","Berkeley St, Birmingham City Centre"
"3515",2012,"","Berkley  St  Birmingham","Berkley  St, Birmingham"
"3516",2012,"","Bham Central Front Office","Bham Central front office"
"3517",2012,"","Bierton Rd  Yardley","Bierton Rd, Yardley"
"3518",2012,"","Birchfield Ln Oldbury","Birchfield Ln Oldbury"
"3519",2012,"","Birkley Rd  City Centre","Birkley Rd, City Centre"
"3520",2012,"","Birkley St  City Centre","Birkley St, City Centre"
"3521",2012,"","Birmingham Central Police Station","Birmingham Central Police Station"
"3522",2012,"","Birmingham Central Ps","Birmingham Central PS"
"3523",2012,"","Birmingham Central Ps","Birmingham Central PS"
"3524",2012,"","Birmingham Hippodrome ","Birmingham Hippodrome."
"3525",2012,"","Birmingham Magistrates Court","Birmingham Magistrates Court"
"3526",2012,"","Birmingham New St Station","Birmingham New St Station"
"3527",2012,"","Birmingham New St Station","Birmingham New St Station"
"3528",2012,"","Birmingham New St Station","Birmingham New St Station"
"3529",2012,"","Bishopgate St","bishopgate st"
"3530",2012,"","Bishopgate St","bishopgate st"
"3531",2012,"","Bishopgate St","Bishopgate St"
"3532",2012,"","Bliss  Broad St","bliss, broad st"
"3533",2012,"","Borad St","Borad St"
"3534",2012,"","Borad St","Borad St"
"3535",2012,"","Bordesley Park Rd","bordesley park rd"
"3536",2012,"","Bp Waterlane Middleway","BP Waterlane middleway"
"3537",2012,"","Bp Waterlane Middleway","BP Waterlane middleway"
"3538",2012,"","Bp Waterlane Middleway","BP Waterlane middleway"
"3539",2012,"","Braod St  Birmingham","Braod St, Birmingham"
"3540",2012,"","Braod St  City Centre","Braod St, City Centre"
"3541",2012,"","Brass House  Broad St","Brass House, Broad St"
"3542",2012,"","Bridge St Junction Broad St","Bridge St junction Broad St"
